Set CUDA current device to: 1 (should be 1)
/workspace/compute-aware-arch-search/distill_videet.py:43: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `DistillationTrainer.__init__`. Use `processing_class` instead.
  super().__init__(*args, **kwargs)
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
  0%|                                                                                                                               | 0/10000 [00:00<?, ?it/s]/workspace/compute-aware-arch-search/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                                                                                                                              
{'loss': 84.0796, 'grad_norm': 9634.130859375, 'learning_rate': 0.0, 'ce_loss': 12.648624420166016, 'kl_loss': 8.199453353881836, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 13.6882, 'grad_norm': 730.0527954101562, 'learning_rate': 1.9e-05, 'ce_loss': 0.16907528042793274, 'kl_loss': 3.147693395614624, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.5198, 'grad_norm': 367.299072265625, 'learning_rate': 1.925e-05, 'ce_loss': 0.2519013583660126, 'kl_loss': 3.635403633117676, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 17.1955, 'grad_norm': 129.98695373535156, 'learning_rate': 1.9500000000000003e-05, 'ce_loss': 0.23428259789943695, 'kl_loss': 2.962862968444824, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.9102, 'grad_norm': 2875.69140625, 'learning_rate': 1.9750000000000002e-05, 'ce_loss': 0.30525684356689453, 'kl_loss': 3.6316585540771484, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.9692, 'grad_norm': 450.1929931640625, 'learning_rate': 2e-05, 'ce_loss': 0.5275871753692627, 'kl_loss': 4.961150169372559, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.2317, 'grad_norm': 114.31587219238281, 'learning_rate': 2.025e-05, 'ce_loss': 0.7681075930595398, 'kl_loss': 4.3915581703186035, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.058, 'grad_norm': 51.20576858520508, 'learning_rate': 2.05e-05, 'ce_loss': 0.21442651748657227, 'kl_loss': 3.0695888996124268, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.0736, 'grad_norm': 46.93288803100586, 'learning_rate': 2.075e-05, 'ce_loss': 0.2852173447608948, 'kl_loss': 4.643239498138428, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.5062, 'grad_norm': 121.7060317993164, 'learning_rate': 2.1e-05, 'ce_loss': 0.39242562651634216, 'kl_loss': 4.336404800415039, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.8391, 'grad_norm': 73.91230773925781, 'learning_rate': 2.125e-05, 'ce_loss': 0.3588882386684418, 'kl_loss': 3.5794429779052734, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.9312, 'grad_norm': 90.02696990966797, 'learning_rate': 2.15e-05, 'ce_loss': 0.1975136250257492, 'kl_loss': 2.787440776824951, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.7476, 'grad_norm': 50.23098373413086, 'learning_rate': 2.175e-05, 'ce_loss': 0.5130847096443176, 'kl_loss': 4.401374816894531, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.2466, 'grad_norm': 55.329612731933594, 'learning_rate': 2.2000000000000003e-05, 'ce_loss': 0.3245004713535309, 'kl_loss': 2.5101304054260254, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.4424, 'grad_norm': 174.31207275390625, 'learning_rate': 2.2250000000000002e-05, 'ce_loss': 0.24032849073410034, 'kl_loss': 4.498205184936523, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.6632, 'grad_norm': 61.03447341918945, 'learning_rate': 2.25e-05, 'ce_loss': 0.20615676045417786, 'kl_loss': 3.2289578914642334, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.7127, 'grad_norm': 48.84992218017578, 'learning_rate': 2.275e-05, 'ce_loss': 0.1838729977607727, 'kl_loss': 2.1309213638305664, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.6337, 'grad_norm': 60.995567321777344, 'learning_rate': 2.3000000000000003e-05, 'ce_loss': 0.17849101126194, 'kl_loss': 4.498883247375488, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.784, 'grad_norm': 503.45721435546875, 'learning_rate': 2.3250000000000003e-05, 'ce_loss': 0.1720898598432541, 'kl_loss': 3.387389659881592, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.7282, 'grad_norm': 55.85870361328125, 'learning_rate': 2.35e-05, 'ce_loss': 0.3128882348537445, 'kl_loss': 2.170783042907715, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.2614, 'grad_norm': 37.35376739501953, 'learning_rate': 2.375e-05, 'ce_loss': 0.2721928060054779, 'kl_loss': 2.1572659015655518, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.9096, 'grad_norm': 31.07807159423828, 'learning_rate': 2.4e-05, 'ce_loss': 0.20016242563724518, 'kl_loss': 2.5451197624206543, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.1061, 'grad_norm': 343.3172912597656, 'learning_rate': 2.425e-05, 'ce_loss': 0.339876264333725, 'kl_loss': 2.961979389190674, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.4221, 'grad_norm': 51.51034927368164, 'learning_rate': 2.45e-05, 'ce_loss': 0.21911729872226715, 'kl_loss': 3.217540979385376, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 17.1725, 'grad_norm': 58.28226089477539, 'learning_rate': 2.4750000000000002e-05, 'ce_loss': 0.2029033750295639, 'kl_loss': 3.0405805110931396, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.1851, 'grad_norm': 36.82525634765625, 'learning_rate': 2.5e-05, 'ce_loss': 0.3749293088912964, 'kl_loss': 6.517988681793213, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.704, 'grad_norm': 42.735843658447266, 'learning_rate': 2.525e-05, 'ce_loss': 0.1702502816915512, 'kl_loss': 2.8858425617218018, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.6702, 'grad_norm': 26.076189041137695, 'learning_rate': 2.5500000000000003e-05, 'ce_loss': 0.2678176164627075, 'kl_loss': 1.6718207597732544, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 10.7497, 'grad_norm': 80.75110626220703, 'learning_rate': 2.5750000000000002e-05, 'ce_loss': 0.23275074362754822, 'kl_loss': 3.959165334701538, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.1605, 'grad_norm': 30.61797523498535, 'learning_rate': 2.6000000000000002e-05, 'ce_loss': 0.31124889850616455, 'kl_loss': 3.2468910217285156, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.3482, 'grad_norm': 42.76375961303711, 'learning_rate': 2.625e-05, 'ce_loss': 0.11462365835905075, 'kl_loss': 1.9737746715545654, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.5502, 'grad_norm': 51.15426254272461, 'learning_rate': 2.6500000000000004e-05, 'ce_loss': 0.112404964864254, 'kl_loss': 2.6571879386901855, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.4561, 'grad_norm': 52.4854736328125, 'learning_rate': 2.6750000000000003e-05, 'ce_loss': 0.16328859329223633, 'kl_loss': 3.1477718353271484, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.8911, 'grad_norm': 170.31100463867188, 'learning_rate': 2.7000000000000002e-05, 'ce_loss': 0.14384080469608307, 'kl_loss': 2.985128164291382, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.739, 'grad_norm': 61.5022087097168, 'learning_rate': 2.725e-05, 'ce_loss': 0.2147204428911209, 'kl_loss': 3.384721279144287, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.9174, 'grad_norm': 27.733469009399414, 'learning_rate': 2.7500000000000004e-05, 'ce_loss': 0.35123410820961, 'kl_loss': 3.32364821434021, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.9766, 'grad_norm': 34.85784912109375, 'learning_rate': 2.7750000000000004e-05, 'ce_loss': 0.3057418167591095, 'kl_loss': 3.2342357635498047, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.5036, 'grad_norm': 46.410701751708984, 'learning_rate': 2.8000000000000003e-05, 'ce_loss': 0.15900026261806488, 'kl_loss': 2.2918405532836914, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 10.2636, 'grad_norm': 28.455902099609375, 'learning_rate': 2.825e-05, 'ce_loss': 0.20890069007873535, 'kl_loss': 1.7122750282287598, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.4888, 'grad_norm': 41.89036560058594, 'learning_rate': 2.8499999999999998e-05, 'ce_loss': 0.23901665210723877, 'kl_loss': 2.7681496143341064, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 10.848, 'grad_norm': 98.60840606689453, 'learning_rate': 2.8749999999999997e-05, 'ce_loss': 0.17191490530967712, 'kl_loss': 1.9736738204956055, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.9561, 'grad_norm': 62.20986557006836, 'learning_rate': 2.9e-05, 'ce_loss': 0.10907219350337982, 'kl_loss': 2.4947876930236816, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 10.5701, 'grad_norm': 28.201316833496094, 'learning_rate': 2.925e-05, 'ce_loss': 0.2227005958557129, 'kl_loss': 2.6189332008361816, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 10.6124, 'grad_norm': 51.34333801269531, 'learning_rate': 2.95e-05, 'ce_loss': 0.16279225051403046, 'kl_loss': 1.9777159690856934, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.2501, 'grad_norm': 28.542531967163086, 'learning_rate': 2.975e-05, 'ce_loss': 0.2992043197154999, 'kl_loss': 2.4132561683654785, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 16.593, 'grad_norm': 68.72178649902344, 'learning_rate': 3e-05, 'ce_loss': 0.1660621166229248, 'kl_loss': 2.6353261470794678, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.5562, 'grad_norm': 27.76435661315918, 'learning_rate': 3.025e-05, 'ce_loss': 0.11786630004644394, 'kl_loss': 2.7864794731140137, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.6972, 'grad_norm': 164.32919311523438, 'learning_rate': 3.05e-05, 'ce_loss': 0.11582598835229874, 'kl_loss': 2.1390891075134277, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.2971, 'grad_norm': 28.84786033630371, 'learning_rate': 3.075e-05, 'ce_loss': 0.20429477095603943, 'kl_loss': 2.4013938903808594, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.1414, 'grad_norm': 22.13081932067871, 'learning_rate': 3.1e-05, 'ce_loss': 0.33415481448173523, 'kl_loss': 3.039900064468384, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 10.4301, 'grad_norm': 21.128034591674805, 'learning_rate': 3.125e-05, 'ce_loss': 0.15054026246070862, 'kl_loss': 3.4384026527404785, 'skipped_batches': 0, 'epoch': 0.01}
