/workspace/compute-aware-arch-search/.venv/lib/python3.12/site-packages/fla/layers/rwkv7.py:143: UserWarning: According to Bo, you are using a potentially buggy FLA implementation of RWKV. If you plan to report any numbers based on this implementation, we strongly recommend cross-checking with the official repo: https://github.com/BlinkDL/RWKV-LM. Bo may disagree with results reported from this version.
  warnings.warn(
/workspace/compute-aware-arch-search/train.py:327: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `CustomTrainer.__init__`. Use `processing_class` instead.
  trainer = CustomTrainer(
                                                                                                                              
{'loss': 105.2947, 'grad_norm': 0.17578125, 'learning_rate': 1.1811023622047245e-05, 'epoch': 0.0}
{'loss': 0.4828, 'grad_norm': 7.34375, 'learning_rate': 0.000615485564304462, 'epoch': 0.06}
{'loss': 0.3721, 'grad_norm': 4.5, 'learning_rate': 0.0006286089238845144, 'epoch': 0.06}
{'loss': 0.4496, 'grad_norm': 8.125, 'learning_rate': 0.0006417322834645669, 'epoch': 0.06}
{'loss': 0.3904, 'grad_norm': 5.4375, 'learning_rate': 0.0006548556430446194, 'epoch': 0.07}
{'loss': 0.3042, 'grad_norm': 6.875, 'learning_rate': 0.0006679790026246719, 'epoch': 0.07}
{'loss': 0.6078, 'grad_norm': 7.78125, 'learning_rate': 0.0006811023622047244, 'epoch': 0.07}
{'loss': 0.3757, 'grad_norm': 5.71875, 'learning_rate': 0.0006942257217847769, 'epoch': 0.07}
{'loss': 0.4966, 'grad_norm': 7.4375, 'learning_rate': 0.0007073490813648295, 'epoch': 0.07}
{'loss': 0.5895, 'grad_norm': 9.0, 'learning_rate': 0.000720472440944882, 'epoch': 0.07}
{'loss': 0.4391, 'grad_norm': 5.5625, 'learning_rate': 0.0007335958005249344, 'epoch': 0.07}
{'loss': 0.3509, 'grad_norm': 5.875, 'learning_rate': 0.0007467191601049868, 'epoch': 0.07}
{'loss': 0.2926, 'grad_norm': 5.0625, 'learning_rate': 0.0007598425196850394, 'epoch': 0.08}
{'loss': 0.2368, 'grad_norm': 4.8125, 'learning_rate': 0.0007729658792650919, 'epoch': 0.08}
{'loss': 0.2046, 'grad_norm': 4.1875, 'learning_rate': 0.0007860892388451444, 'epoch': 0.08}
{'loss': 0.2007, 'grad_norm': 2.609375, 'learning_rate': 0.0007992125984251969, 'epoch': 0.08}
{'loss': 0.3905, 'grad_norm': 4.96875, 'learning_rate': 0.0008123359580052494, 'epoch': 0.08}
{'loss': 0.4836, 'grad_norm': 9.25, 'learning_rate': 0.0008254593175853019, 'epoch': 0.08}
{'loss': 1.1057, 'grad_norm': 22.0, 'learning_rate': 0.0008385826771653543, 'epoch': 0.08}
{'loss': 2.7709, 'grad_norm': 10.0625, 'learning_rate': 0.0008517060367454068, 'epoch': 0.09}
{'loss': 0.73, 'grad_norm': 8.875, 'learning_rate': 0.0008648293963254593, 'epoch': 0.09}
{'loss': 0.4791, 'grad_norm': 10.4375, 'learning_rate': 0.0008779527559055118, 'epoch': 0.09}
{'loss': 1.0449, 'grad_norm': 8.875, 'learning_rate': 0.0008910761154855643, 'epoch': 0.09}
{'loss': 0.7382, 'grad_norm': 5.53125, 'learning_rate': 0.0009041994750656168, 'epoch': 0.09}
{'loss': 0.5238, 'grad_norm': 6.25, 'learning_rate': 0.0009173228346456693, 'epoch': 0.09}
{'loss': 0.412, 'grad_norm': 4.65625, 'learning_rate': 0.0009304461942257219, 'epoch': 0.09}
{'loss': 0.4787, 'grad_norm': 5.59375, 'learning_rate': 0.0009435695538057742, 'epoch': 0.09}
{'loss': 0.4451, 'grad_norm': 5.09375, 'learning_rate': 0.0009566929133858268, 'epoch': 0.1}
{'loss': 0.3166, 'grad_norm': 6.65625, 'learning_rate': 0.0009698162729658793, 'epoch': 0.1}
{'loss': 0.3362, 'grad_norm': 6.28125, 'learning_rate': 0.0009829396325459318, 'epoch': 0.1}
{'loss': 0.3919, 'grad_norm': 6.15625, 'learning_rate': 0.0009960629921259843, 'epoch': 0.1}
{'loss': 0.2892, 'grad_norm': 4.3125, 'learning_rate': 0.000999997436098313, 'epoch': 0.1}
{'loss': 0.2223, 'grad_norm': 3.671875, 'learning_rate': 0.0009999848782757973, 'epoch': 0.1}
{'loss': 0.3602, 'grad_norm': 5.5625, 'learning_rate': 0.00099996185587424, 'epoch': 0.1}
{'loss': 0.3526, 'grad_norm': 4.96875, 'learning_rate': 0.000999928369375494, 'epoch': 0.1}
{'loss': 0.3295, 'grad_norm': 3.96875, 'learning_rate': 0.0009998844194804252, 'epoch': 0.11}
{'loss': 0.3797, 'grad_norm': 6.09375, 'learning_rate': 0.0009998300071088959, 'epoch': 0.11}
{'loss': 0.4974, 'grad_norm': 8.625, 'learning_rate': 0.0009997651333997454, 'epoch': 0.11}
{'loss': 0.7787, 'grad_norm': 4.53125, 'learning_rate': 0.000999689799710767, 'epoch': 0.11}
{'loss': 0.5559, 'grad_norm': 3.828125, 'learning_rate': 0.0009996040076186792, 'epoch': 0.11}
{'loss': 0.2971, 'grad_norm': 4.0625, 'learning_rate': 0.0009995077589190922, 'epoch': 0.11}
{'loss': 0.3916, 'grad_norm': 2.984375, 'learning_rate': 0.0009994010556264715, 'epoch': 0.11}
{'loss': 0.4002, 'grad_norm': 4.78125, 'learning_rate': 0.0009992838999740947, 'epoch': 0.12}
{'loss': 0.295, 'grad_norm': 2.453125, 'learning_rate': 0.0009991562944140049, 'epoch': 0.12}
{'loss': 0.2586, 'grad_norm': 3.4375, 'learning_rate': 0.00099901824161696, 'epoch': 0.12}
{'loss': 0.2149, 'grad_norm': 3.6875, 'learning_rate': 0.0009988697444723762, 'epoch': 0.12}
{'loss': 0.2908, 'grad_norm': 4.03125, 'learning_rate': 0.0009987108060882676, 'epoch': 0.12}
{'loss': 0.2364, 'grad_norm': 4.1875, 'learning_rate': 0.0009985414297911815, 'epoch': 0.12}
{'loss': 0.3171, 'grad_norm': 4.03125, 'learning_rate': 0.0009983616191261283, 'epoch': 0.12}
{'loss': 0.2411, 'grad_norm': 2.671875, 'learning_rate': 0.0009981713778565075, 'epoch': 0.12}
{'loss': 0.2418, 'grad_norm': 4.09375, 'learning_rate': 0.0009979707099640296, 'epoch': 0.13}
{'loss': 0.2307, 'grad_norm': 5.03125, 'learning_rate': 0.0009977596196486314, 'epoch': 0.13}
{'loss': 0.3025, 'grad_norm': 4.875, 'learning_rate': 0.000997538111328389, 'epoch': 0.13}
{'loss': 0.2614, 'grad_norm': 4.84375, 'learning_rate': 0.0009973061896394254, 'epoch': 0.13}
{'loss': 0.2592, 'grad_norm': 4.53125, 'learning_rate': 0.000997063859435813, 'epoch': 0.13}
{'loss': 0.211, 'grad_norm': 2.484375, 'learning_rate': 0.0009968111257894724, 'epoch': 0.13}
{'loss': 0.1896, 'grad_norm': 2.546875, 'learning_rate': 0.000996547993990066, 'epoch': 0.13}
{'loss': 0.1534, 'grad_norm': 2.265625, 'learning_rate': 0.0009962744695448872, 'epoch': 0.14}
{'loss': 0.1914, 'grad_norm': 4.28125, 'learning_rate': 0.0009959905581787458, 'epoch': 0.14}
{'loss': 0.1741, 'grad_norm': 2.65625, 'learning_rate': 0.0009956962658338472, 'epoch': 0.14}
{'loss': 0.236, 'grad_norm': 3.09375, 'learning_rate': 0.000995391598669669, 'epoch': 0.14}
{'loss': 0.2536, 'grad_norm': 3.75, 'learning_rate': 0.0009950765630628309, 'epoch': 0.14}
{'loss': 0.306, 'grad_norm': 3.4375, 'learning_rate': 0.0009947511656069623, 'epoch': 0.14}
{'loss': 0.3154, 'grad_norm': 5.40625, 'learning_rate': 0.0009944154131125641, 'epoch': 0.14}
{'loss': 0.3063, 'grad_norm': 4.5, 'learning_rate': 0.0009940693126068664, 'epoch': 0.14}
{'loss': 0.2647, 'grad_norm': 7.875, 'learning_rate': 0.0009937128713336796, 'epoch': 0.15}
{'loss': 0.3881, 'grad_norm': 4.125, 'learning_rate': 0.0009933460967532454, 'epoch': 0.15}
{'loss': 0.2666, 'grad_norm': 3.859375, 'learning_rate': 0.0009929689965420792, 'epoch': 0.15}
{'loss': 0.231, 'grad_norm': 4.5625, 'learning_rate': 0.0009925815785928097, 'epoch': 0.15}
{'loss': 0.4069, 'grad_norm': 3.875, 'learning_rate': 0.0009921838510140136, 'epoch': 0.15}
{'loss': 0.1995, 'grad_norm': 3.078125, 'learning_rate': 0.000991775822130046, 'epoch': 0.15}
{'loss': 0.1489, 'grad_norm': 2.265625, 'learning_rate': 0.000991357500480866, 'epoch': 0.15}
{'loss': 0.2432, 'grad_norm': 3.265625, 'learning_rate': 0.0009909288948218586, 'epoch': 0.15}
{'loss': 0.2125, 'grad_norm': 3.671875, 'learning_rate': 0.0009904900141236505, 'epoch': 0.16}
{'loss': 0.1657, 'grad_norm': 1.6953125, 'learning_rate': 0.0009900408675719233, 'epoch': 0.16}
{'loss': 0.2108, 'grad_norm': 2.296875, 'learning_rate': 0.00098958146456722, 'epoch': 0.16}
{'loss': 0.2048, 'grad_norm': 2.953125, 'learning_rate': 0.00098911181472475, 'epoch': 0.16}
{'loss': 0.1962, 'grad_norm': 2.90625, 'learning_rate': 0.0009886319278741864, 'epoch': 0.16}
{'loss': 0.2345, 'grad_norm': 4.0625, 'learning_rate': 0.0009881418140594601, 'epoch': 0.16}
{'loss': 0.225, 'grad_norm': 2.53125, 'learning_rate': 0.0009876414835385517, 'epoch': 0.16}
{'loss': 0.1949, 'grad_norm': 3.03125, 'learning_rate': 0.0009871309467832737, 'epoch': 0.17}
{'loss': 0.1299, 'grad_norm': 2.359375, 'learning_rate': 0.0009866102144790543, 'epoch': 0.17}
{'loss': 0.1245, 'grad_norm': 2.46875, 'learning_rate': 0.0009860792975247114, 'epoch': 0.17}
{'loss': 0.1206, 'grad_norm': 2.046875, 'learning_rate': 0.000985538207032226, 'epoch': 0.17}
{'loss': 0.1476, 'grad_norm': 3.703125, 'learning_rate': 0.0009849869543265095, 'epoch': 0.17}
{'loss': 0.1393, 'grad_norm': 2.0, 'learning_rate': 0.0009844255509451653, 'epoch': 0.17}
{'loss': 0.1549, 'grad_norm': 2.625, 'learning_rate': 0.0009838540086382491, 'epoch': 0.17}
{'loss': 0.231, 'grad_norm': 4.25, 'learning_rate': 0.000983272339368022, 'epoch': 0.17}
{'loss': 0.2253, 'grad_norm': 5.9375, 'learning_rate': 0.0009826805553087004, 'epoch': 0.18}
{'loss': 0.2102, 'grad_norm': 3.734375, 'learning_rate': 0.0009820786688462008, 'epoch': 0.18}
{'loss': 0.2351, 'grad_norm': 3.234375, 'learning_rate': 0.0009814666925778814, 'epoch': 0.18}
{'loss': 0.1919, 'grad_norm': 6.65625, 'learning_rate': 0.0009808446393122772, 'epoch': 0.18}
{'loss': 0.2356, 'grad_norm': 3.59375, 'learning_rate': 0.0009802125220688335, 'epoch': 0.18}
{'loss': 0.2346, 'grad_norm': 3.015625, 'learning_rate': 0.000979570354077632, 'epoch': 0.18}
{'loss': 0.1512, 'grad_norm': 2.859375, 'learning_rate': 0.0009789181487791145, 'epoch': 0.18}
{'loss': 0.1511, 'grad_norm': 2.25, 'learning_rate': 0.000978255919823802, 'epoch': 0.18}
{'loss': 0.1505, 'grad_norm': 2.90625, 'learning_rate': 0.0009775836810720074, 'epoch': 0.19}
{'loss': 0.1389, 'grad_norm': 2.59375, 'learning_rate': 0.000976901446593548, 'epoch': 0.19}
{'loss': 0.146, 'grad_norm': 2.9375, 'learning_rate': 0.0009762092306674487, 'epoch': 0.19}
{'loss': 0.1235, 'grad_norm': 2.109375, 'learning_rate': 0.0009755070477816443, 'epoch': 0.19}
{'loss': 0.1558, 'grad_norm': 4.375, 'learning_rate': 0.0009747949126326758, 'epoch': 0.19}
{'loss': 0.174, 'grad_norm': 2.046875, 'learning_rate': 0.000974072840125383, 'epoch': 0.19}
{'loss': 0.1942, 'grad_norm': 2.421875, 'learning_rate': 0.0009733408453725927, 'epoch': 0.19}
{'loss': 0.1383, 'grad_norm': 1.90625, 'learning_rate': 0.0009725989436948024, 'epoch': 0.2}
{'loss': 0.1382, 'grad_norm': 2.484375, 'learning_rate': 0.0009718471506198588, 'epoch': 0.2}
{'loss': 0.1635, 'grad_norm': 2.34375, 'learning_rate': 0.0009710854818826341, 'epoch': 0.2}
{'loss': 0.1429, 'grad_norm': 2.875, 'learning_rate': 0.0009703139534246956, 'epoch': 0.2}
{'loss': 0.1417, 'grad_norm': 2.96875, 'learning_rate': 0.0009695325813939732, 'epoch': 0.2}
{'loss': 0.1498, 'grad_norm': 4.78125, 'learning_rate': 0.0009687413821444199, 'epoch': 0.2}
{'loss': 0.2197, 'grad_norm': 2.84375, 'learning_rate': 0.0009679403722356708, 'epoch': 0.2}
{'loss': 0.1822, 'grad_norm': 2.546875, 'learning_rate': 0.0009671295684326957, 'epoch': 0.2}
{'loss': 0.2079, 'grad_norm': 19.75, 'learning_rate': 0.0009663089877054491, 'epoch': 0.21}
{'loss': 0.1997, 'grad_norm': 1.671875, 'learning_rate': 0.0009654786472285144, 'epoch': 0.21}
{'loss': 0.198, 'grad_norm': 3.234375, 'learning_rate': 0.0009646385643807437, 'epoch': 0.21}
{'loss': 0.147, 'grad_norm': 2.046875, 'learning_rate': 0.0009637887567448958, 'epoch': 0.21}
{'loss': 0.1464, 'grad_norm': 2.734375, 'learning_rate': 0.000962929242107267, 'epoch': 0.21}
{'loss': 0.1512, 'grad_norm': 1.8515625, 'learning_rate': 0.0009620600384573191, 'epoch': 0.21}
{'loss': 0.1344, 'grad_norm': 2.671875, 'learning_rate': 0.0009611811639873027, 'epoch': 0.21}
{'loss': 0.121, 'grad_norm': 2.453125, 'learning_rate': 0.0009602926370918772, 'epoch': 0.21}
{'loss': 0.1315, 'grad_norm': 3.171875, 'learning_rate': 0.0009593944763677245, 'epoch': 0.22}
{'loss': 0.1226, 'grad_norm': 3.03125, 'learning_rate': 0.0009584867006131611, 'epoch': 0.22}
{'loss': 0.1181, 'grad_norm': 3.25, 'learning_rate': 0.0009575693288277438, 'epoch': 0.22}
{'loss': 0.1206, 'grad_norm': 2.40625, 'learning_rate': 0.0009566423802118725, 'epoch': 0.22}
{'loss': 0.1189, 'grad_norm': 2.375, 'learning_rate': 0.000955705874166388, 'epoch': 0.22}
{'loss': 0.1362, 'grad_norm': 2.53125, 'learning_rate': 0.0009547598302921662, 'epoch': 0.22}
{'loss': 0.1854, 'grad_norm': 2.046875, 'learning_rate': 0.0009538042683897076, 'epoch': 0.22}
{'loss': 0.1582, 'grad_norm': 2.390625, 'learning_rate': 0.0009528392084587235, 'epoch': 0.23}
{'loss': 0.1282, 'grad_norm': 2.25, 'learning_rate': 0.0009518646706977163, 'epoch': 0.23}
{'loss': 0.1098, 'grad_norm': 2.390625, 'learning_rate': 0.0009508806755035579, 'epoch': 0.23}
{'loss': 0.1183, 'grad_norm': 2.046875, 'learning_rate': 0.0009498872434710623, 'epoch': 0.23}
{'loss': 0.1228, 'grad_norm': 2.3125, 'learning_rate': 0.0009488843953925539, 'epoch': 0.23}
{'loss': 0.1263, 'grad_norm': 1.6015625, 'learning_rate': 0.0009478721522574339, 'epoch': 0.23}
{'loss': 0.1034, 'grad_norm': 1.8359375, 'learning_rate': 0.0009468505352517394, 'epoch': 0.23}
{'loss': 0.1109, 'grad_norm': 1.71875, 'learning_rate': 0.000945819565757701, 'epoch': 0.23}
{'loss': 0.1175, 'grad_norm': 1.8125, 'learning_rate': 0.0009447792653532948, 'epoch': 0.24}
{'loss': 0.2322, 'grad_norm': 3.46875, 'learning_rate': 0.0009437296558117909, 'epoch': 0.24}
{'loss': 0.114, 'grad_norm': 1.8515625, 'learning_rate': 0.0009426707591012975, 'epoch': 0.24}
{'loss': 0.1234, 'grad_norm': 3.1875, 'learning_rate': 0.000941602597384302, 'epoch': 0.24}
{'loss': 0.186, 'grad_norm': 2.40625, 'learning_rate': 0.0009405251930172056, 'epoch': 0.24}
{'loss': 0.1223, 'grad_norm': 2.5, 'learning_rate': 0.0009394385685498566, 'epoch': 0.24}
{'loss': 0.1103, 'grad_norm': 2.203125, 'learning_rate': 0.0009383427467250783, 'epoch': 0.24}
{'loss': 0.264, 'grad_norm': 1.46875, 'learning_rate': 0.0009372377504781923, 'epoch': 0.25}
{'loss': 0.7225, 'grad_norm': 4.375, 'learning_rate': 0.0009361236029365394, 'epoch': 0.25}
{'loss': 0.2233, 'grad_norm': 2.34375, 'learning_rate': 0.0009350003274189949, 'epoch': 0.25}
{'loss': 0.1475, 'grad_norm': 1.8671875, 'learning_rate': 0.0009338679474354804, 'epoch': 0.25}
{'loss': 0.1218, 'grad_norm': 2.765625, 'learning_rate': 0.0009327264866864726, 'epoch': 0.25}
{'loss': 0.1176, 'grad_norm': 2.4375, 'learning_rate': 0.0009315759690625065, 'epoch': 0.25}
{'loss': 0.1015, 'grad_norm': 2.609375, 'learning_rate': 0.0009304164186436754, 'epoch': 0.25}
{'loss': 0.1123, 'grad_norm': 2.46875, 'learning_rate': 0.0009292478596991277, 'epoch': 0.25}
{'loss': 0.1087, 'grad_norm': 2.0625, 'learning_rate': 0.0009280703166865575, 'epoch': 0.26}
{'loss': 0.0998, 'grad_norm': 2.96875, 'learning_rate': 0.0009268838142516944, 'epoch': 0.26}
{'loss': 0.1108, 'grad_norm': 2.5, 'learning_rate': 0.0009256883772277863, 'epoch': 0.26}
{'loss': 0.1041, 'grad_norm': 2.296875, 'learning_rate': 0.0009244840306350801, 'epoch': 0.26}
{'loss': 0.1019, 'grad_norm': 1.859375, 'learning_rate': 0.0009232707996802989, 'epoch': 0.26}
{'loss': 0.0945, 'grad_norm': 1.8359375, 'learning_rate': 0.0009220487097561128, 'epoch': 0.26}
{'loss': 0.095, 'grad_norm': 1.59375, 'learning_rate': 0.0009208177864406086, 'epoch': 0.26}
{'loss': 0.1425, 'grad_norm': 9.25, 'learning_rate': 0.0009195780554967541, 'epoch': 0.26}
{'loss': 0.1482, 'grad_norm': 3.546875, 'learning_rate': 0.0009183295428718591, 'epoch': 0.27}
{'loss': 0.2128, 'grad_norm': 4.59375, 'learning_rate': 0.0009170722746970318, 'epoch': 0.27}
{'loss': 0.1194, 'grad_norm': 1.9296875, 'learning_rate': 0.0009158062772866326, 'epoch': 0.27}
{'loss': 0.1099, 'grad_norm': 2.59375, 'learning_rate': 0.0009145315771377225, 'epoch': 0.27}
{'loss': 0.0912, 'grad_norm': 2.28125, 'learning_rate': 0.0009132482009295098, 'epoch': 0.27}
{'loss': 0.084, 'grad_norm': 2.234375, 'learning_rate': 0.0009119561755227899, 'epoch': 0.27}
{'loss': 0.0942, 'grad_norm': 2.125, 'learning_rate': 0.0009106555279593849, 'epoch': 0.27}
{'loss': 0.097, 'grad_norm': 2.34375, 'learning_rate': 0.0009093462854615766, 'epoch': 0.28}
{'loss': 0.0931, 'grad_norm': 1.7578125, 'learning_rate': 0.0009080284754315367, 'epoch': 0.28}
{'loss': 0.083, 'grad_norm': 3.25, 'learning_rate': 0.000906702125450754, 'epoch': 0.28}
{'loss': 0.0888, 'grad_norm': 1.8125, 'learning_rate': 0.0009053672632794564, 'epoch': 0.28}
{'loss': 0.127, 'grad_norm': 2.65625, 'learning_rate': 0.0009040239168560302, 'epoch': 0.28}
{'loss': 0.0995, 'grad_norm': 1.421875, 'learning_rate': 0.0009026721142964357, 'epoch': 0.28}
{'loss': 0.0913, 'grad_norm': 2.078125, 'learning_rate': 0.0009013118838936176, 'epoch': 0.28}
{'loss': 0.1211, 'grad_norm': 1.859375, 'learning_rate': 0.0008999432541169144, 'epoch': 0.28}
{'loss': 5.1699, 'grad_norm': 276.0, 'learning_rate': 0.0008985662536114613, 'epoch': 0.29}
{'loss': 0.1766, 'grad_norm': 4.40625, 'learning_rate': 0.000897180911197591, 'epoch': 0.29}
{'loss': 0.1426, 'grad_norm': 2.09375, 'learning_rate': 0.0008957872558702309, 'epoch': 0.29}
{'loss': 0.0851, 'grad_norm': 1.8125, 'learning_rate': 0.0008943853167982961, 'epoch': 0.29}
{'loss': 0.0891, 'grad_norm': 1.4375, 'learning_rate': 0.0008929751233240779, 'epoch': 0.29}
{'loss': 0.0867, 'grad_norm': 1.546875, 'learning_rate': 0.0008915567049626315, 'epoch': 0.29}
{'loss': 0.0847, 'grad_norm': 2.078125, 'learning_rate': 0.0008901300914011569, 'epoch': 0.29}
{'loss': 0.0895, 'grad_norm': 2.03125, 'learning_rate': 0.0008886953124983777, 'epoch': 0.29}
{'loss': 0.0836, 'grad_norm': 2.578125, 'learning_rate': 0.0008872523982839165, 'epoch': 0.3}
{'loss': 0.0913, 'grad_norm': 1.3203125, 'learning_rate': 0.0008858013789576667, 'epoch': 0.3}
{'loss': 0.1133, 'grad_norm': 3.28125, 'learning_rate': 0.0008843422848891592, 'epoch': 0.3}
{'loss': 0.0999, 'grad_norm': 1.5390625, 'learning_rate': 0.0008828751466169283, 'epoch': 0.3}
{'loss': 0.2214, 'grad_norm': 5.21875, 'learning_rate': 0.0008813999948478715, 'epoch': 0.3}
{'loss': 0.2218, 'grad_norm': 2.421875, 'learning_rate': 0.000879916860456607, 'epoch': 0.3}
{'loss': 0.1897, 'grad_norm': 3.421875, 'learning_rate': 0.0008784257744848279, 'epoch': 0.3}
{'loss': 0.1036, 'grad_norm': 1.65625, 'learning_rate': 0.0008769267681406519, 'epoch': 0.31}
{'loss': 0.1304, 'grad_norm': 3.140625, 'learning_rate': 0.0008754198727979688, 'epoch': 0.31}
{'loss': 0.1064, 'grad_norm': 1.5859375, 'learning_rate': 0.000873905119995783, 'epoch': 0.31}
{'loss': 0.1001, 'grad_norm': 12.1875, 'learning_rate': 0.0008723825414375544, 'epoch': 0.31}
{'loss': 0.1169, 'grad_norm': 2.09375, 'learning_rate': 0.000870852168990534, 'epoch': 0.31}
{'loss': 0.0955, 'grad_norm': 3.390625, 'learning_rate': 0.0008693140346850975, 'epoch': 0.31}
{'loss': 0.105, 'grad_norm': 3.65625, 'learning_rate': 0.0008677681707140746, 'epoch': 0.31}
{'loss': 0.1075, 'grad_norm': 2.21875, 'learning_rate': 0.0008662146094320749, 'epoch': 0.31}
{'loss': 0.1232, 'grad_norm': 3.53125, 'learning_rate': 0.0008646533833548119, 'epoch': 0.32}
