/workspace/compute-aware-arch-search/.venv/lib/python3.12/site-packages/fla/layers/rwkv7.py:143: UserWarning: According to Bo, you are using a potentially buggy FLA implementation of RWKV. If you plan to report any numbers based on this implementation, we strongly recommend cross-checking with the official repo: https://github.com/BlinkDL/RWKV-LM. Bo may disagree with results reported from this version.
  warnings.warn(
/workspace/compute-aware-arch-search/train.py:327: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `CustomTrainer.__init__`. Use `processing_class` instead.
  trainer = CustomTrainer(
                                                                                                                              
{'loss': 0.4237, 'grad_norm': 0.049560546875, 'learning_rate': 1.1811023622047245e-05, 'epoch': 0.0}
{'loss': 0.3116, 'grad_norm': 0.072265625, 'learning_rate': 0.0002874015748031496, 'epoch': 0.03}
{'loss': 0.3103, 'grad_norm': 0.0869140625, 'learning_rate': 0.0003005249343832021, 'epoch': 0.03}
{'loss': 0.2922, 'grad_norm': 0.109375, 'learning_rate': 0.0003136482939632546, 'epoch': 0.03}
{'loss': 0.3, 'grad_norm': 0.08056640625, 'learning_rate': 0.00032677165354330704, 'epoch': 0.03}
{'loss': 0.3257, 'grad_norm': 0.07080078125, 'learning_rate': 0.0003398950131233596, 'epoch': 0.03}
{'loss': 0.3037, 'grad_norm': 0.083984375, 'learning_rate': 0.0003530183727034121, 'epoch': 0.04}
{'loss': 0.2862, 'grad_norm': 0.087890625, 'learning_rate': 0.0003661417322834646, 'epoch': 0.04}
{'loss': 0.3858, 'grad_norm': 0.6640625, 'learning_rate': 0.00037926509186351706, 'epoch': 0.04}
{'loss': 0.3452, 'grad_norm': 0.0439453125, 'learning_rate': 0.00039238845144356956, 'epoch': 0.04}
{'loss': 0.3169, 'grad_norm': 0.04833984375, 'learning_rate': 0.00040551181102362207, 'epoch': 0.04}
{'loss': 0.3002, 'grad_norm': 0.060302734375, 'learning_rate': 0.00041863517060367457, 'epoch': 0.04}
{'loss': 0.331, 'grad_norm': 0.055419921875, 'learning_rate': 0.000431758530183727, 'epoch': 0.04}
{'loss': 0.3034, 'grad_norm': 0.048828125, 'learning_rate': 0.0004448818897637795, 'epoch': 0.04}
{'loss': 0.3108, 'grad_norm': 0.06982421875, 'learning_rate': 0.00045800524934383203, 'epoch': 0.05}
{'loss': 0.282, 'grad_norm': 0.05810546875, 'learning_rate': 0.00047112860892388453, 'epoch': 0.05}
{'loss': 0.3314, 'grad_norm': 0.057373046875, 'learning_rate': 0.000484251968503937, 'epoch': 0.05}
{'loss': 0.3157, 'grad_norm': 0.058837890625, 'learning_rate': 0.0004973753280839895, 'epoch': 0.05}
{'loss': 0.2926, 'grad_norm': 0.0693359375, 'learning_rate': 0.0005104986876640421, 'epoch': 0.05}
{'loss': 0.33, 'grad_norm': 0.056396484375, 'learning_rate': 0.0005236220472440944, 'epoch': 0.05}
{'loss': 0.3041, 'grad_norm': 0.06787109375, 'learning_rate': 0.000536745406824147, 'epoch': 0.05}
{'loss': 0.2972, 'grad_norm': 0.05029296875, 'learning_rate': 0.0005498687664041995, 'epoch': 0.06}
{'loss': 0.2947, 'grad_norm': 0.06640625, 'learning_rate': 0.000562992125984252, 'epoch': 0.06}
{'loss': 0.3058, 'grad_norm': 0.09130859375, 'learning_rate': 0.0005761154855643045, 'epoch': 0.06}
{'loss': 0.2927, 'grad_norm': 0.07421875, 'learning_rate': 0.000589238845144357, 'epoch': 0.06}
{'loss': 0.3041, 'grad_norm': 0.06591796875, 'learning_rate': 0.0006023622047244095, 'epoch': 0.06}
{'loss': 0.2881, 'grad_norm': 0.06005859375, 'learning_rate': 0.000615485564304462, 'epoch': 0.06}
{'loss': 0.2995, 'grad_norm': 0.04052734375, 'learning_rate': 0.0006286089238845144, 'epoch': 0.06}
{'loss': 0.2823, 'grad_norm': 0.046875, 'learning_rate': 0.0006417322834645669, 'epoch': 0.06}
{'loss': 0.3119, 'grad_norm': 0.064453125, 'learning_rate': 0.0006548556430446194, 'epoch': 0.07}
{'loss': 0.3012, 'grad_norm': 0.050048828125, 'learning_rate': 0.0006679790026246719, 'epoch': 0.07}
{'loss': 0.2929, 'grad_norm': 0.059814453125, 'learning_rate': 0.0006811023622047244, 'epoch': 0.07}
{'loss': 0.3081, 'grad_norm': 0.06103515625, 'learning_rate': 0.0006942257217847769, 'epoch': 0.07}
{'loss': 0.2902, 'grad_norm': 0.06396484375, 'learning_rate': 0.0007073490813648295, 'epoch': 0.07}
{'loss': 0.2837, 'grad_norm': 0.10888671875, 'learning_rate': 0.000720472440944882, 'epoch': 0.07}
{'loss': 0.2955, 'grad_norm': 0.0634765625, 'learning_rate': 0.0007335958005249344, 'epoch': 0.07}
{'loss': 0.2682, 'grad_norm': 0.044677734375, 'learning_rate': 0.0007467191601049868, 'epoch': 0.07}
{'loss': 0.296, 'grad_norm': 0.06591796875, 'learning_rate': 0.0007598425196850394, 'epoch': 0.08}
{'loss': 0.2742, 'grad_norm': 0.11572265625, 'learning_rate': 0.0007729658792650919, 'epoch': 0.08}
{'loss': 0.2929, 'grad_norm': 0.057373046875, 'learning_rate': 0.0007860892388451444, 'epoch': 0.08}
{'loss': 0.3161, 'grad_norm': 0.043701171875, 'learning_rate': 0.0007992125984251969, 'epoch': 0.08}
{'loss': 0.2837, 'grad_norm': 0.03857421875, 'learning_rate': 0.0008123359580052494, 'epoch': 0.08}
{'loss': 0.3118, 'grad_norm': 0.0478515625, 'learning_rate': 0.0008254593175853019, 'epoch': 0.08}
{'loss': 0.2864, 'grad_norm': 0.04150390625, 'learning_rate': 0.0008385826771653543, 'epoch': 0.08}
{'loss': 0.2785, 'grad_norm': 0.03857421875, 'learning_rate': 0.0008517060367454068, 'epoch': 0.09}
{'loss': 0.3024, 'grad_norm': 0.043212890625, 'learning_rate': 0.0008648293963254593, 'epoch': 0.09}
{'loss': 0.3085, 'grad_norm': 0.052734375, 'learning_rate': 0.0008779527559055118, 'epoch': 0.09}
{'loss': 0.2795, 'grad_norm': 0.051513671875, 'learning_rate': 0.0008910761154855643, 'epoch': 0.09}
{'loss': 0.2845, 'grad_norm': 0.044189453125, 'learning_rate': 0.0009041994750656168, 'epoch': 0.09}
{'loss': 0.2688, 'grad_norm': 0.051025390625, 'learning_rate': 0.0009173228346456693, 'epoch': 0.09}
{'loss': 0.2708, 'grad_norm': 0.049560546875, 'learning_rate': 0.0009304461942257219, 'epoch': 0.09}
{'loss': 0.2771, 'grad_norm': 0.047119140625, 'learning_rate': 0.0009435695538057742, 'epoch': 0.09}
{'loss': 0.3039, 'grad_norm': 0.047607421875, 'learning_rate': 0.0009566929133858268, 'epoch': 0.1}
{'loss': 0.2894, 'grad_norm': 0.054443359375, 'learning_rate': 0.0009698162729658793, 'epoch': 0.1}
{'loss': 0.288, 'grad_norm': 0.056640625, 'learning_rate': 0.0009829396325459318, 'epoch': 0.1}
{'loss': 0.3108, 'grad_norm': 0.044189453125, 'learning_rate': 0.0009960629921259843, 'epoch': 0.1}
{'loss': 0.3208, 'grad_norm': 0.04248046875, 'learning_rate': 0.000999997436098313, 'epoch': 0.1}
{'loss': 0.3226, 'grad_norm': 0.050537109375, 'learning_rate': 0.0009999848782757973, 'epoch': 0.1}
{'loss': 0.2624, 'grad_norm': 0.04443359375, 'learning_rate': 0.00099996185587424, 'epoch': 0.1}
{'loss': 0.2811, 'grad_norm': 0.04248046875, 'learning_rate': 0.000999928369375494, 'epoch': 0.1}
{'loss': 0.2719, 'grad_norm': 0.04345703125, 'learning_rate': 0.0009998844194804252, 'epoch': 0.11}
{'loss': 0.2834, 'grad_norm': 0.056640625, 'learning_rate': 0.0009998300071088959, 'epoch': 0.11}
{'loss': 0.2861, 'grad_norm': 0.046875, 'learning_rate': 0.0009997651333997454, 'epoch': 0.11}
{'loss': 0.2956, 'grad_norm': 0.042236328125, 'learning_rate': 0.000999689799710767, 'epoch': 0.11}
{'loss': 0.276, 'grad_norm': 0.045166015625, 'learning_rate': 0.0009996040076186792, 'epoch': 0.11}
{'loss': 0.2994, 'grad_norm': 0.0380859375, 'learning_rate': 0.0009995077589190922, 'epoch': 0.11}
{'loss': 0.2784, 'grad_norm': 0.04736328125, 'learning_rate': 0.0009994010556264715, 'epoch': 0.11}
{'loss': 0.2671, 'grad_norm': 0.0576171875, 'learning_rate': 0.0009992838999740947, 'epoch': 0.12}
{'loss': 0.3, 'grad_norm': 0.0311279296875, 'learning_rate': 0.0009991562944140049, 'epoch': 0.12}
{'loss': 0.2894, 'grad_norm': 0.0301513671875, 'learning_rate': 0.00099901824161696, 'epoch': 0.12}
{'loss': 0.2654, 'grad_norm': 0.037109375, 'learning_rate': 0.0009988697444723762, 'epoch': 0.12}
{'loss': 0.2593, 'grad_norm': 0.0361328125, 'learning_rate': 0.0009987108060882676, 'epoch': 0.12}
{'loss': 0.2785, 'grad_norm': 0.04296875, 'learning_rate': 0.0009985414297911815, 'epoch': 0.12}
{'loss': 0.2704, 'grad_norm': 0.0390625, 'learning_rate': 0.0009983616191261283, 'epoch': 0.12}
{'loss': 0.2791, 'grad_norm': 0.039794921875, 'learning_rate': 0.0009981713778565075, 'epoch': 0.12}
{'loss': 0.2752, 'grad_norm': 0.054443359375, 'learning_rate': 0.0009979707099640296, 'epoch': 0.13}
{'loss': 0.2492, 'grad_norm': 0.04296875, 'learning_rate': 0.0009977596196486314, 'epoch': 0.13}
{'loss': 0.2906, 'grad_norm': 0.038330078125, 'learning_rate': 0.000997538111328389, 'epoch': 0.13}
{'loss': 0.2642, 'grad_norm': 0.0478515625, 'learning_rate': 0.0009973061896394254, 'epoch': 0.13}
{'loss': 0.2814, 'grad_norm': 0.037841796875, 'learning_rate': 0.000997063859435813, 'epoch': 0.13}
{'loss': 0.2586, 'grad_norm': 0.04248046875, 'learning_rate': 0.0009968111257894724, 'epoch': 0.13}
{'loss': 0.2943, 'grad_norm': 0.05712890625, 'learning_rate': 0.000996547993990066, 'epoch': 0.13}
{'loss': 0.2963, 'grad_norm': 0.0576171875, 'learning_rate': 0.0009962744695448872, 'epoch': 0.14}
{'loss': 0.2708, 'grad_norm': 0.06005859375, 'learning_rate': 0.0009959905581787458, 'epoch': 0.14}
{'loss': 0.2722, 'grad_norm': 0.046630859375, 'learning_rate': 0.0009956962658338472, 'epoch': 0.14}
{'loss': 0.2707, 'grad_norm': 0.032470703125, 'learning_rate': 0.000995391598669669, 'epoch': 0.14}
{'loss': 0.2823, 'grad_norm': 0.04736328125, 'learning_rate': 0.0009950765630628309, 'epoch': 0.14}
{'loss': 0.2602, 'grad_norm': 0.04296875, 'learning_rate': 0.0009947511656069623, 'epoch': 0.14}
{'loss': 0.2863, 'grad_norm': 0.0361328125, 'learning_rate': 0.0009944154131125641, 'epoch': 0.14}
{'loss': 0.2699, 'grad_norm': 0.052490234375, 'learning_rate': 0.0009940693126068664, 'epoch': 0.14}
{'loss': 0.2825, 'grad_norm': 0.03759765625, 'learning_rate': 0.0009937128713336796, 'epoch': 0.15}
{'loss': 0.284, 'grad_norm': 0.04052734375, 'learning_rate': 0.0009933460967532454, 'epoch': 0.15}
{'loss': 0.2774, 'grad_norm': 0.03564453125, 'learning_rate': 0.0009929689965420792, 'epoch': 0.15}
{'loss': 0.2732, 'grad_norm': 0.046875, 'learning_rate': 0.0009925815785928097, 'epoch': 0.15}
{'loss': 0.2834, 'grad_norm': 0.044921875, 'learning_rate': 0.0009921838510140136, 'epoch': 0.15}
{'loss': 0.2785, 'grad_norm': 0.0517578125, 'learning_rate': 0.000991775822130046, 'epoch': 0.15}
{'loss': 0.2639, 'grad_norm': 0.03759765625, 'learning_rate': 0.000991357500480866, 'epoch': 0.15}
{'loss': 0.2929, 'grad_norm': 0.0458984375, 'learning_rate': 0.0009909288948218586, 'epoch': 0.15}
{'loss': 0.2599, 'grad_norm': 0.037109375, 'learning_rate': 0.0009904900141236505, 'epoch': 0.16}
{'loss': 0.2856, 'grad_norm': 0.029052734375, 'learning_rate': 0.0009900408675719233, 'epoch': 0.16}
{'loss': 0.2577, 'grad_norm': 0.04736328125, 'learning_rate': 0.00098958146456722, 'epoch': 0.16}
{'loss': 0.2841, 'grad_norm': 0.031494140625, 'learning_rate': 0.00098911181472475, 'epoch': 0.16}
{'loss': 0.2925, 'grad_norm': 0.03271484375, 'learning_rate': 0.0009886319278741864, 'epoch': 0.16}
{'loss': 0.2922, 'grad_norm': 0.050048828125, 'learning_rate': 0.0009881418140594601, 'epoch': 0.16}
{'loss': 0.2859, 'grad_norm': 0.036865234375, 'learning_rate': 0.0009876414835385517, 'epoch': 0.16}
{'loss': 0.2519, 'grad_norm': 0.0400390625, 'learning_rate': 0.0009871309467832737, 'epoch': 0.17}
{'loss': 0.2941, 'grad_norm': 0.0517578125, 'learning_rate': 0.0009866102144790543, 'epoch': 0.17}
{'loss': 0.3095, 'grad_norm': 0.04443359375, 'learning_rate': 0.0009860792975247114, 'epoch': 0.17}
{'loss': 0.2827, 'grad_norm': 0.035888671875, 'learning_rate': 0.000985538207032226, 'epoch': 0.17}
{'loss': 0.2728, 'grad_norm': 0.03759765625, 'learning_rate': 0.0009849869543265095, 'epoch': 0.17}
{'loss': 0.2711, 'grad_norm': 0.039306640625, 'learning_rate': 0.0009844255509451653, 'epoch': 0.17}
{'loss': 0.2788, 'grad_norm': 0.03662109375, 'learning_rate': 0.0009838540086382491, 'epoch': 0.17}
{'loss': 0.2885, 'grad_norm': 0.03369140625, 'learning_rate': 0.000983272339368022, 'epoch': 0.17}
{'loss': 0.2813, 'grad_norm': 0.037841796875, 'learning_rate': 0.0009826805553087004, 'epoch': 0.18}
{'loss': 0.2697, 'grad_norm': 0.043212890625, 'learning_rate': 0.0009820786688462008, 'epoch': 0.18}
{'loss': 0.2795, 'grad_norm': 0.0478515625, 'learning_rate': 0.0009814666925778814, 'epoch': 0.18}
{'loss': 0.2998, 'grad_norm': 0.03564453125, 'learning_rate': 0.0009808446393122772, 'epoch': 0.18}
{'loss': 0.2738, 'grad_norm': 0.032958984375, 'learning_rate': 0.0009802125220688335, 'epoch': 0.18}
{'loss': 0.3169, 'grad_norm': 0.03857421875, 'learning_rate': 0.000979570354077632, 'epoch': 0.18}
{'loss': 0.2515, 'grad_norm': 0.0478515625, 'learning_rate': 0.0009789181487791145, 'epoch': 0.18}
{'loss': 0.3188, 'grad_norm': 0.040283203125, 'learning_rate': 0.000978255919823802, 'epoch': 0.18}
{'loss': 0.2547, 'grad_norm': 0.03955078125, 'learning_rate': 0.0009775836810720074, 'epoch': 0.19}
{'loss': 0.2593, 'grad_norm': 0.046630859375, 'learning_rate': 0.000976901446593548, 'epoch': 0.19}
{'loss': 0.2577, 'grad_norm': 0.05029296875, 'learning_rate': 0.0009762092306674487, 'epoch': 0.19}
{'loss': 0.2926, 'grad_norm': 0.04248046875, 'learning_rate': 0.0009755070477816443, 'epoch': 0.19}
{'loss': 0.2644, 'grad_norm': 0.03564453125, 'learning_rate': 0.0009747949126326758, 'epoch': 0.19}
{'loss': 0.2769, 'grad_norm': 0.041015625, 'learning_rate': 0.000974072840125383, 'epoch': 0.19}
{'loss': 0.2534, 'grad_norm': 0.033447265625, 'learning_rate': 0.0009733408453725927, 'epoch': 0.19}
{'loss': 0.2781, 'grad_norm': 0.0439453125, 'learning_rate': 0.0009725989436948024, 'epoch': 0.2}
{'loss': 0.259, 'grad_norm': 0.0546875, 'learning_rate': 0.0009718471506198588, 'epoch': 0.2}
{'loss': 0.2831, 'grad_norm': 0.040283203125, 'learning_rate': 0.0009710854818826341, 'epoch': 0.2}
{'loss': 0.2505, 'grad_norm': 0.04296875, 'learning_rate': 0.0009703139534246956, 'epoch': 0.2}
{'loss': 0.2445, 'grad_norm': 0.038330078125, 'learning_rate': 0.0009695325813939732, 'epoch': 0.2}
{'loss': 0.2623, 'grad_norm': 0.041259765625, 'learning_rate': 0.0009687413821444199, 'epoch': 0.2}
{'loss': 0.2567, 'grad_norm': 0.045654296875, 'learning_rate': 0.0009679403722356708, 'epoch': 0.2}
{'loss': 0.2824, 'grad_norm': 0.0439453125, 'learning_rate': 0.0009671295684326957, 'epoch': 0.2}
{'loss': 0.2579, 'grad_norm': 0.0306396484375, 'learning_rate': 0.0009663089877054491, 'epoch': 0.21}
{'loss': 0.2596, 'grad_norm': 0.036376953125, 'learning_rate': 0.0009654786472285144, 'epoch': 0.21}
{'loss': 0.2984, 'grad_norm': 0.04443359375, 'learning_rate': 0.0009646385643807437, 'epoch': 0.21}
{'loss': 0.2656, 'grad_norm': 0.039794921875, 'learning_rate': 0.0009637887567448958, 'epoch': 0.21}
{'loss': 0.2972, 'grad_norm': 0.044921875, 'learning_rate': 0.000962929242107267, 'epoch': 0.21}
{'loss': 0.2462, 'grad_norm': 0.042236328125, 'learning_rate': 0.0009620600384573191, 'epoch': 0.21}
{'loss': 0.2647, 'grad_norm': 0.044921875, 'learning_rate': 0.0009611811639873027, 'epoch': 0.21}
{'loss': 0.2685, 'grad_norm': 0.044677734375, 'learning_rate': 0.0009602926370918772, 'epoch': 0.21}
{'loss': 0.2387, 'grad_norm': 0.057373046875, 'learning_rate': 0.0009593944763677245, 'epoch': 0.22}
{'loss': 0.2817, 'grad_norm': 0.040771484375, 'learning_rate': 0.0009584867006131611, 'epoch': 0.22}
{'loss': 0.2695, 'grad_norm': 0.044921875, 'learning_rate': 0.0009575693288277438, 'epoch': 0.22}
{'loss': 0.2804, 'grad_norm': 0.049072265625, 'learning_rate': 0.0009566423802118725, 'epoch': 0.22}
{'loss': 0.2633, 'grad_norm': 0.0390625, 'learning_rate': 0.000955705874166388, 'epoch': 0.22}
{'loss': 0.2672, 'grad_norm': 0.054443359375, 'learning_rate': 0.0009547598302921662, 'epoch': 0.22}
{'loss': 0.2588, 'grad_norm': 0.034423828125, 'learning_rate': 0.0009538042683897076, 'epoch': 0.22}
{'loss': 0.2785, 'grad_norm': 0.039794921875, 'learning_rate': 0.0009528392084587235, 'epoch': 0.23}
{'loss': 0.2962, 'grad_norm': 0.02880859375, 'learning_rate': 0.0009518646706977163, 'epoch': 0.23}
{'loss': 0.2494, 'grad_norm': 0.040771484375, 'learning_rate': 0.0009508806755035579, 'epoch': 0.23}
{'loss': 0.2598, 'grad_norm': 0.043701171875, 'learning_rate': 0.0009498872434710623, 'epoch': 0.23}
{'loss': 0.2537, 'grad_norm': 0.034912109375, 'learning_rate': 0.0009488843953925539, 'epoch': 0.23}
{'loss': 0.2418, 'grad_norm': 0.049072265625, 'learning_rate': 0.0009478721522574339, 'epoch': 0.23}
{'loss': 0.2444, 'grad_norm': 0.0380859375, 'learning_rate': 0.0009468505352517394, 'epoch': 0.23}
{'loss': 0.2687, 'grad_norm': 0.05615234375, 'learning_rate': 0.000945819565757701, 'epoch': 0.23}
{'loss': 0.2486, 'grad_norm': 0.042236328125, 'learning_rate': 0.0009447792653532948, 'epoch': 0.24}
{'loss': 0.268, 'grad_norm': 0.039306640625, 'learning_rate': 0.0009437296558117909, 'epoch': 0.24}
{'loss': 0.2573, 'grad_norm': 0.04052734375, 'learning_rate': 0.0009426707591012975, 'epoch': 0.24}
{'loss': 0.2533, 'grad_norm': 0.03955078125, 'learning_rate': 0.000941602597384302, 'epoch': 0.24}
{'loss': 0.2529, 'grad_norm': 0.0439453125, 'learning_rate': 0.0009405251930172056, 'epoch': 0.24}
{'loss': 0.2578, 'grad_norm': 0.05224609375, 'learning_rate': 0.0009394385685498566, 'epoch': 0.24}
{'loss': 0.2724, 'grad_norm': 0.042236328125, 'learning_rate': 0.0009383427467250783, 'epoch': 0.24}
{'loss': 0.2371, 'grad_norm': 0.03662109375, 'learning_rate': 0.0009372377504781923, 'epoch': 0.25}
{'loss': 0.2533, 'grad_norm': 0.052001953125, 'learning_rate': 0.0009361236029365394, 'epoch': 0.25}
{'loss': 0.2634, 'grad_norm': 0.046875, 'learning_rate': 0.0009350003274189949, 'epoch': 0.25}
{'loss': 0.2486, 'grad_norm': 0.03857421875, 'learning_rate': 0.0009338679474354804, 'epoch': 0.25}
{'loss': 0.2545, 'grad_norm': 0.052001953125, 'learning_rate': 0.0009327264866864726, 'epoch': 0.25}
{'loss': 0.2493, 'grad_norm': 0.04150390625, 'learning_rate': 0.0009315759690625065, 'epoch': 0.25}
{'loss': 0.2515, 'grad_norm': 0.041748046875, 'learning_rate': 0.0009304164186436754, 'epoch': 0.25}
{'loss': 0.2666, 'grad_norm': 0.040283203125, 'learning_rate': 0.0009292478596991277, 'epoch': 0.25}
{'loss': 0.2685, 'grad_norm': 0.0439453125, 'learning_rate': 0.0009280703166865575, 'epoch': 0.26}
{'loss': 0.2579, 'grad_norm': 0.0380859375, 'learning_rate': 0.0009268838142516944, 'epoch': 0.26}
{'loss': 0.2692, 'grad_norm': 0.035400390625, 'learning_rate': 0.0009256883772277863, 'epoch': 0.26}
{'loss': 0.2525, 'grad_norm': 0.04443359375, 'learning_rate': 0.0009244840306350801, 'epoch': 0.26}
{'loss': 0.259, 'grad_norm': 0.055908203125, 'learning_rate': 0.0009232707996802989, 'epoch': 0.26}
{'loss': 0.2701, 'grad_norm': 0.038330078125, 'learning_rate': 0.0009220487097561128, 'epoch': 0.26}
{'loss': 0.2353, 'grad_norm': 0.062255859375, 'learning_rate': 0.0009208177864406086, 'epoch': 0.26}
{'loss': 0.2939, 'grad_norm': 0.033447265625, 'learning_rate': 0.0009195780554967541, 'epoch': 0.26}
{'loss': 0.2658, 'grad_norm': 0.04052734375, 'learning_rate': 0.0009183295428718591, 'epoch': 0.27}
{'loss': 0.2576, 'grad_norm': 0.037353515625, 'learning_rate': 0.0009170722746970318, 'epoch': 0.27}
{'loss': 0.246, 'grad_norm': 0.04736328125, 'learning_rate': 0.0009158062772866326, 'epoch': 0.27}
{'loss': 0.2706, 'grad_norm': 0.042724609375, 'learning_rate': 0.0009145315771377225, 'epoch': 0.27}
{'loss': 0.2499, 'grad_norm': 0.03857421875, 'learning_rate': 0.0009132482009295098, 'epoch': 0.27}
{'loss': 0.2833, 'grad_norm': 0.040283203125, 'learning_rate': 0.0009119561755227899, 'epoch': 0.27}
{'loss': 0.2656, 'grad_norm': 0.043701171875, 'learning_rate': 0.0009106555279593849, 'epoch': 0.27}
{'loss': 0.2353, 'grad_norm': 0.041259765625, 'learning_rate': 0.0009093462854615766, 'epoch': 0.28}
{'loss': 0.277, 'grad_norm': 0.047119140625, 'learning_rate': 0.0009080284754315367, 'epoch': 0.28}
{'loss': 0.2808, 'grad_norm': 0.04150390625, 'learning_rate': 0.000906702125450754, 'epoch': 0.28}
{'loss': 0.2646, 'grad_norm': 0.03662109375, 'learning_rate': 0.0009053672632794564, 'epoch': 0.28}
{'loss': 0.2496, 'grad_norm': 0.048095703125, 'learning_rate': 0.0009040239168560302, 'epoch': 0.28}
{'loss': 0.2617, 'grad_norm': 0.04150390625, 'learning_rate': 0.0009026721142964357, 'epoch': 0.28}
{'loss': 0.2523, 'grad_norm': 0.0341796875, 'learning_rate': 0.0009013118838936176, 'epoch': 0.28}
{'loss': 0.2612, 'grad_norm': 0.047607421875, 'learning_rate': 0.0008999432541169144, 'epoch': 0.28}
{'loss': 0.2574, 'grad_norm': 0.044921875, 'learning_rate': 0.0008985662536114613, 'epoch': 0.29}
{'loss': 0.2691, 'grad_norm': 0.056640625, 'learning_rate': 0.000897180911197591, 'epoch': 0.29}
{'loss': 0.2486, 'grad_norm': 0.045166015625, 'learning_rate': 0.0008957872558702309, 'epoch': 0.29}
{'loss': 0.2586, 'grad_norm': 0.048828125, 'learning_rate': 0.0008943853167982961, 'epoch': 0.29}
{'loss': 0.2378, 'grad_norm': 0.04150390625, 'learning_rate': 0.0008929751233240779, 'epoch': 0.29}
{'loss': 0.2679, 'grad_norm': 0.052734375, 'learning_rate': 0.0008915567049626315, 'epoch': 0.29}
{'loss': 0.2439, 'grad_norm': 0.039794921875, 'learning_rate': 0.0008901300914011569, 'epoch': 0.29}
{'loss': 0.2315, 'grad_norm': 0.036865234375, 'learning_rate': 0.0008886953124983777, 'epoch': 0.29}
{'loss': 0.2729, 'grad_norm': 0.06640625, 'learning_rate': 0.0008872523982839165, 'epoch': 0.3}
{'loss': 0.2538, 'grad_norm': 0.0380859375, 'learning_rate': 0.0008858013789576667, 'epoch': 0.3}
{'loss': 0.2591, 'grad_norm': 0.042724609375, 'learning_rate': 0.0008843422848891592, 'epoch': 0.3}
{'loss': 0.2737, 'grad_norm': 0.047119140625, 'learning_rate': 0.0008828751466169283, 'epoch': 0.3}
{'loss': 0.2715, 'grad_norm': 0.045654296875, 'learning_rate': 0.0008813999948478715, 'epoch': 0.3}
{'loss': 0.2724, 'grad_norm': 0.052490234375, 'learning_rate': 0.000879916860456607, 'epoch': 0.3}
{'loss': 0.2369, 'grad_norm': 0.054443359375, 'learning_rate': 0.0008784257744848279, 'epoch': 0.3}
