`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards: 100%|███████████████████████████████████████████████████████████| 2/2 [00:01<00:00,  1.21it/s]
Resolving data files: 100%|█████████████████████████████████████████████████████| 27838/27838 [00:00<00:00, 28642.48it/s]

===== Training layer 1/28 =====
/workspace/compute-aware-arch-search/train.py:186: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Trainer.__init__`. Use `processing_class` instead.
  trainer = Trainer(
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
                                                                                                                         
{'loss': 0.0963, 'grad_norm': 0.1552734375, 'learning_rate': 1.1811023622047244e-06, 'epoch': 0.0}
{'loss': 0.0405, 'grad_norm': 0.019287109375, 'learning_rate': 4.58005249343832e-05, 'epoch': 0.05}
{'loss': 0.0417, 'grad_norm': 0.0179443359375, 'learning_rate': 4.7112860892388456e-05, 'epoch': 0.05}
{'loss': 0.0375, 'grad_norm': 0.017822265625, 'learning_rate': 4.84251968503937e-05, 'epoch': 0.05}
{'loss': 0.0378, 'grad_norm': 0.0177001953125, 'learning_rate': 4.973753280839895e-05, 'epoch': 0.05}
{'loss': 0.0389, 'grad_norm': 0.017822265625, 'learning_rate': 5.1049868766404206e-05, 'epoch': 0.05}
{'loss': 0.0369, 'grad_norm': 0.0184326171875, 'learning_rate': 5.236220472440945e-05, 'epoch': 0.05}
{'loss': 0.0376, 'grad_norm': 0.0186767578125, 'learning_rate': 5.3674540682414695e-05, 'epoch': 0.05}
{'loss': 0.0387, 'grad_norm': 0.0186767578125, 'learning_rate': 5.498687664041995e-05, 'epoch': 0.06}
{'loss': 0.0397, 'grad_norm': 0.01904296875, 'learning_rate': 5.62992125984252e-05, 'epoch': 0.06}
{'loss': 0.0372, 'grad_norm': 0.025634765625, 'learning_rate': 5.761154855643045e-05, 'epoch': 0.06}
{'loss': 0.0374, 'grad_norm': 0.020751953125, 'learning_rate': 5.89238845144357e-05, 'epoch': 0.06}
{'loss': 0.0369, 'grad_norm': 0.0240478515625, 'learning_rate': 6.0236220472440953e-05, 'epoch': 0.06}
{'loss': 0.0363, 'grad_norm': 0.0220947265625, 'learning_rate': 6.154855643044621e-05, 'epoch': 0.06}
{'loss': 0.0354, 'grad_norm': 0.021240234375, 'learning_rate': 6.286089238845144e-05, 'epoch': 0.06}
{'loss': 0.0366, 'grad_norm': 0.0198974609375, 'learning_rate': 6.417322834645669e-05, 'epoch': 0.06}
{'loss': 0.0352, 'grad_norm': 0.0206298828125, 'learning_rate': 6.548556430446194e-05, 'epoch': 0.07}
{'loss': 0.0335, 'grad_norm': 0.0201416015625, 'learning_rate': 6.67979002624672e-05, 'epoch': 0.07}
{'loss': 0.0351, 'grad_norm': 0.0198974609375, 'learning_rate': 6.811023622047245e-05, 'epoch': 0.07}
{'loss': 0.0343, 'grad_norm': 0.0238037109375, 'learning_rate': 6.94225721784777e-05, 'epoch': 0.07}
{'loss': 0.0344, 'grad_norm': 0.023193359375, 'learning_rate': 7.073490813648294e-05, 'epoch': 0.07}
{'loss': 0.0342, 'grad_norm': 0.020751953125, 'learning_rate': 7.20472440944882e-05, 'epoch': 0.07}
{'loss': 0.0346, 'grad_norm': 0.0213623046875, 'learning_rate': 7.335958005249344e-05, 'epoch': 0.07}
{'loss': 0.0343, 'grad_norm': 0.0264892578125, 'learning_rate': 7.467191601049868e-05, 'epoch': 0.07}
{'loss': 0.0345, 'grad_norm': 0.026611328125, 'learning_rate': 7.598425196850393e-05, 'epoch': 0.08}
{'loss': 0.0338, 'grad_norm': 0.026611328125, 'learning_rate': 7.72965879265092e-05, 'epoch': 0.08}
{'loss': 0.0324, 'grad_norm': 0.0238037109375, 'learning_rate': 7.860892388451444e-05, 'epoch': 0.08}
{'loss': 0.0324, 'grad_norm': 0.0301513671875, 'learning_rate': 7.992125984251969e-05, 'epoch': 0.08}
