/workspace/compute-aware-arch-search/.venv/lib/python3.12/site-packages/fla/layers/rwkv7.py:143: UserWarning: According to Bo, you are using a potentially buggy FLA implementation of RWKV. If you plan to report any numbers based on this implementation, we strongly recommend cross-checking with the official repo: https://github.com/BlinkDL/RWKV-LM. Bo may disagree with results reported from this version.
  warnings.warn(
/workspace/compute-aware-arch-search/train.py:327: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `CustomTrainer.__init__`. Use `processing_class` instead.
  trainer = CustomTrainer(
                                                                                                                              
{'loss': 0.066, 'grad_norm': 0.0654296875, 'learning_rate': 1.1811023622047245e-05, 'epoch': 0.0}
{'loss': 0.0153, 'grad_norm': 0.00848388671875, 'learning_rate': 0.0007335958005249344, 'epoch': 0.07}
{'loss': 0.0148, 'grad_norm': 0.00689697265625, 'learning_rate': 0.0007467191601049868, 'epoch': 0.07}
{'loss': 0.016, 'grad_norm': 0.01092529296875, 'learning_rate': 0.0007598425196850394, 'epoch': 0.08}
{'loss': 0.0154, 'grad_norm': 0.00811767578125, 'learning_rate': 0.0007729658792650919, 'epoch': 0.08}
{'loss': 0.0143, 'grad_norm': 0.00592041015625, 'learning_rate': 0.0007860892388451444, 'epoch': 0.08}
{'loss': 0.0141, 'grad_norm': 0.006103515625, 'learning_rate': 0.0007992125984251969, 'epoch': 0.08}
{'loss': 0.014, 'grad_norm': 0.005859375, 'learning_rate': 0.0008123359580052494, 'epoch': 0.08}
{'loss': 0.0144, 'grad_norm': 0.00701904296875, 'learning_rate': 0.0008254593175853019, 'epoch': 0.08}
{'loss': 0.0164, 'grad_norm': 0.007476806640625, 'learning_rate': 0.0008385826771653543, 'epoch': 0.08}
{'loss': 0.0483, 'grad_norm': 0.875, 'learning_rate': 0.0008517060367454068, 'epoch': 0.09}
{'loss': 0.0382, 'grad_norm': 0.0172119140625, 'learning_rate': 0.0008648293963254593, 'epoch': 0.09}
{'loss': 0.0262, 'grad_norm': 0.0106201171875, 'learning_rate': 0.0008779527559055118, 'epoch': 0.09}
{'loss': 0.0226, 'grad_norm': 0.00738525390625, 'learning_rate': 0.0008910761154855643, 'epoch': 0.09}
{'loss': 0.0205, 'grad_norm': 0.005218505859375, 'learning_rate': 0.0009041994750656168, 'epoch': 0.09}
{'loss': 0.0256, 'grad_norm': 0.007415771484375, 'learning_rate': 0.0009173228346456693, 'epoch': 0.09}
{'loss': 0.0187, 'grad_norm': 0.004791259765625, 'learning_rate': 0.0009304461942257219, 'epoch': 0.09}
{'loss': 0.0189, 'grad_norm': 0.004730224609375, 'learning_rate': 0.0009435695538057742, 'epoch': 0.09}
{'loss': 0.0178, 'grad_norm': 0.00457763671875, 'learning_rate': 0.0009566929133858268, 'epoch': 0.1}
{'loss': 0.0178, 'grad_norm': 0.0040283203125, 'learning_rate': 0.0009698162729658793, 'epoch': 0.1}
{'loss': 0.0208, 'grad_norm': 0.005584716796875, 'learning_rate': 0.0009829396325459318, 'epoch': 0.1}
{'loss': 0.0166, 'grad_norm': 0.004364013671875, 'learning_rate': 0.0009960629921259843, 'epoch': 0.1}
{'loss': 0.023, 'grad_norm': 0.00592041015625, 'learning_rate': 0.000999997436098313, 'epoch': 0.1}
{'loss': 0.0172, 'grad_norm': 0.0047607421875, 'learning_rate': 0.0009999848782757973, 'epoch': 0.1}
{'loss': 0.0173, 'grad_norm': 0.005035400390625, 'learning_rate': 0.00099996185587424, 'epoch': 0.1}
{'loss': 0.016, 'grad_norm': 0.00445556640625, 'learning_rate': 0.000999928369375494, 'epoch': 0.1}
{'loss': 0.0163, 'grad_norm': 0.0048828125, 'learning_rate': 0.0009998844194804252, 'epoch': 0.11}
{'loss': 0.0166, 'grad_norm': 0.00531005859375, 'learning_rate': 0.0009998300071088959, 'epoch': 0.11}
{'loss': 0.0167, 'grad_norm': 0.00567626953125, 'learning_rate': 0.0009997651333997454, 'epoch': 0.11}
{'loss': 0.016, 'grad_norm': 0.004638671875, 'learning_rate': 0.000999689799710767, 'epoch': 0.11}
{'loss': 0.0171, 'grad_norm': 0.00482177734375, 'learning_rate': 0.0009996040076186792, 'epoch': 0.11}
{'loss': 0.0158, 'grad_norm': 0.00469970703125, 'learning_rate': 0.0009995077589190922, 'epoch': 0.11}
{'loss': 0.0159, 'grad_norm': 0.00537109375, 'learning_rate': 0.0009994010556264715, 'epoch': 0.11}
{'loss': 0.0161, 'grad_norm': 0.005584716796875, 'learning_rate': 0.0009992838999740947, 'epoch': 0.12}
{'loss': 0.0158, 'grad_norm': 0.004547119140625, 'learning_rate': 0.0009991562944140049, 'epoch': 0.12}
{'loss': 0.0156, 'grad_norm': 0.003997802734375, 'learning_rate': 0.00099901824161696, 'epoch': 0.12}
{'loss': 0.0161, 'grad_norm': 0.004791259765625, 'learning_rate': 0.0009988697444723762, 'epoch': 0.12}
{'loss': 0.0163, 'grad_norm': 0.00579833984375, 'learning_rate': 0.0009987108060882676, 'epoch': 0.12}
{'loss': 0.0154, 'grad_norm': 0.0048828125, 'learning_rate': 0.0009985414297911815, 'epoch': 0.12}
{'loss': 0.0156, 'grad_norm': 0.0048828125, 'learning_rate': 0.0009983616191261283, 'epoch': 0.12}
{'loss': 0.0155, 'grad_norm': 0.0054931640625, 'learning_rate': 0.0009981713778565075, 'epoch': 0.12}
{'loss': 0.0152, 'grad_norm': 0.005615234375, 'learning_rate': 0.0009979707099640296, 'epoch': 0.13}
{'loss': 0.0159, 'grad_norm': 0.005889892578125, 'learning_rate': 0.0009977596196486314, 'epoch': 0.13}
{'loss': 0.0165, 'grad_norm': 0.005035400390625, 'learning_rate': 0.000997538111328389, 'epoch': 0.13}
{'loss': 0.0156, 'grad_norm': 0.0068359375, 'learning_rate': 0.0009973061896394254, 'epoch': 0.13}
{'loss': 0.0157, 'grad_norm': 0.00506591796875, 'learning_rate': 0.000997063859435813, 'epoch': 0.13}
{'loss': 0.0156, 'grad_norm': 0.005096435546875, 'learning_rate': 0.0009968111257894724, 'epoch': 0.13}
{'loss': 0.0159, 'grad_norm': 0.00640869140625, 'learning_rate': 0.000996547993990066, 'epoch': 0.13}
{'loss': 0.0154, 'grad_norm': 0.004547119140625, 'learning_rate': 0.0009962744695448872, 'epoch': 0.14}
{'loss': 0.0154, 'grad_norm': 0.005950927734375, 'learning_rate': 0.0009959905581787458, 'epoch': 0.14}
{'loss': 0.015, 'grad_norm': 0.005096435546875, 'learning_rate': 0.0009956962658338472, 'epoch': 0.14}
{'loss': 0.0156, 'grad_norm': 0.004791259765625, 'learning_rate': 0.000995391598669669, 'epoch': 0.14}
{'loss': 0.0144, 'grad_norm': 0.00439453125, 'learning_rate': 0.0009950765630628309, 'epoch': 0.14}
{'loss': 0.0146, 'grad_norm': 0.004669189453125, 'learning_rate': 0.0009947511656069623, 'epoch': 0.14}
{'loss': 0.015, 'grad_norm': 0.006072998046875, 'learning_rate': 0.0009944154131125641, 'epoch': 0.14}
{'loss': 0.0152, 'grad_norm': 0.006927490234375, 'learning_rate': 0.0009940693126068664, 'epoch': 0.14}
{'loss': 0.0142, 'grad_norm': 0.004974365234375, 'learning_rate': 0.0009937128713336796, 'epoch': 0.15}
{'loss': 0.0145, 'grad_norm': 0.0054931640625, 'learning_rate': 0.0009933460967532454, 'epoch': 0.15}
{'loss': 0.0144, 'grad_norm': 0.004669189453125, 'learning_rate': 0.0009929689965420792, 'epoch': 0.15}
{'loss': 0.0142, 'grad_norm': 0.005584716796875, 'learning_rate': 0.0009925815785928097, 'epoch': 0.15}
{'loss': 0.0158, 'grad_norm': 0.00537109375, 'learning_rate': 0.0009921838510140136, 'epoch': 0.15}
{'loss': 0.0158, 'grad_norm': 0.005767822265625, 'learning_rate': 0.000991775822130046, 'epoch': 0.15}
{'loss': 0.0144, 'grad_norm': 0.005340576171875, 'learning_rate': 0.000991357500480866, 'epoch': 0.15}
{'loss': 0.0158, 'grad_norm': 0.006927490234375, 'learning_rate': 0.0009909288948218586, 'epoch': 0.15}
{'loss': 0.0145, 'grad_norm': 0.005462646484375, 'learning_rate': 0.0009904900141236505, 'epoch': 0.16}
{'loss': 0.0143, 'grad_norm': 0.0040283203125, 'learning_rate': 0.0009900408675719233, 'epoch': 0.16}
{'loss': 0.015, 'grad_norm': 0.005859375, 'learning_rate': 0.00098958146456722, 'epoch': 0.16}
{'loss': 0.0147, 'grad_norm': 0.00433349609375, 'learning_rate': 0.00098911181472475, 'epoch': 0.16}
{'loss': 0.0147, 'grad_norm': 0.0048828125, 'learning_rate': 0.0009886319278741864, 'epoch': 0.16}
{'loss': 0.0147, 'grad_norm': 0.004852294921875, 'learning_rate': 0.0009881418140594601, 'epoch': 0.16}
{'loss': 0.0148, 'grad_norm': 0.00482177734375, 'learning_rate': 0.0009876414835385517, 'epoch': 0.16}
{'loss': 0.0144, 'grad_norm': 0.005462646484375, 'learning_rate': 0.0009871309467832737, 'epoch': 0.17}
{'loss': 0.0236, 'grad_norm': 0.0057373046875, 'learning_rate': 0.0009866102144790543, 'epoch': 0.17}
{'loss': 0.0141, 'grad_norm': 0.004425048828125, 'learning_rate': 0.0009860792975247114, 'epoch': 0.17}
{'loss': 0.0151, 'grad_norm': 0.0054931640625, 'learning_rate': 0.000985538207032226, 'epoch': 0.17}
{'loss': 0.015, 'grad_norm': 0.004791259765625, 'learning_rate': 0.0009849869543265095, 'epoch': 0.17}
{'loss': 0.0147, 'grad_norm': 0.005035400390625, 'learning_rate': 0.0009844255509451653, 'epoch': 0.17}
{'loss': 0.016, 'grad_norm': 0.005126953125, 'learning_rate': 0.0009838540086382491, 'epoch': 0.17}
{'loss': 0.0139, 'grad_norm': 0.004669189453125, 'learning_rate': 0.000983272339368022, 'epoch': 0.17}
{'loss': 0.0146, 'grad_norm': 0.004791259765625, 'learning_rate': 0.0009826805553087004, 'epoch': 0.18}
{'loss': 0.0149, 'grad_norm': 0.006256103515625, 'learning_rate': 0.0009820786688462008, 'epoch': 0.18}
{'loss': 0.0149, 'grad_norm': 0.005950927734375, 'learning_rate': 0.0009814666925778814, 'epoch': 0.18}
{'loss': 0.0144, 'grad_norm': 0.004852294921875, 'learning_rate': 0.0009808446393122772, 'epoch': 0.18}
{'loss': 0.0154, 'grad_norm': 0.004241943359375, 'learning_rate': 0.0009802125220688335, 'epoch': 0.18}
{'loss': 0.0145, 'grad_norm': 0.005523681640625, 'learning_rate': 0.000979570354077632, 'epoch': 0.18}
{'loss': 0.0148, 'grad_norm': 0.006988525390625, 'learning_rate': 0.0009789181487791145, 'epoch': 0.18}
{'loss': 0.0143, 'grad_norm': 0.0050048828125, 'learning_rate': 0.000978255919823802, 'epoch': 0.18}
{'loss': 0.0145, 'grad_norm': 0.006805419921875, 'learning_rate': 0.0009775836810720074, 'epoch': 0.19}
{'loss': 0.0147, 'grad_norm': 0.005035400390625, 'learning_rate': 0.000976901446593548, 'epoch': 0.19}
{'loss': 0.014, 'grad_norm': 0.00494384765625, 'learning_rate': 0.0009762092306674487, 'epoch': 0.19}
{'loss': 0.014, 'grad_norm': 0.004974365234375, 'learning_rate': 0.0009755070477816443, 'epoch': 0.19}
{'loss': 0.0142, 'grad_norm': 0.004180908203125, 'learning_rate': 0.0009747949126326758, 'epoch': 0.19}
{'loss': 0.0142, 'grad_norm': 0.00506591796875, 'learning_rate': 0.000974072840125383, 'epoch': 0.19}
{'loss': 0.014, 'grad_norm': 0.004730224609375, 'learning_rate': 0.0009733408453725927, 'epoch': 0.19}
{'loss': 0.0144, 'grad_norm': 0.005706787109375, 'learning_rate': 0.0009725989436948024, 'epoch': 0.2}
{'loss': 0.0147, 'grad_norm': 0.005401611328125, 'learning_rate': 0.0009718471506198588, 'epoch': 0.2}
{'loss': 0.0148, 'grad_norm': 0.006317138671875, 'learning_rate': 0.0009710854818826341, 'epoch': 0.2}
{'loss': 0.0141, 'grad_norm': 0.0050048828125, 'learning_rate': 0.0009703139534246956, 'epoch': 0.2}
{'loss': 0.0151, 'grad_norm': 0.004547119140625, 'learning_rate': 0.0009695325813939732, 'epoch': 0.2}
{'loss': 0.0145, 'grad_norm': 0.00506591796875, 'learning_rate': 0.0009687413821444199, 'epoch': 0.2}
{'loss': 0.0143, 'grad_norm': 0.0048828125, 'learning_rate': 0.0009679403722356708, 'epoch': 0.2}
{'loss': 0.014, 'grad_norm': 0.005096435546875, 'learning_rate': 0.0009671295684326957, 'epoch': 0.2}
{'loss': 0.0141, 'grad_norm': 0.00531005859375, 'learning_rate': 0.0009663089877054491, 'epoch': 0.21}
{'loss': 0.0142, 'grad_norm': 0.004852294921875, 'learning_rate': 0.0009654786472285144, 'epoch': 0.21}
{'loss': 0.014, 'grad_norm': 0.005462646484375, 'learning_rate': 0.0009646385643807437, 'epoch': 0.21}
{'loss': 0.0145, 'grad_norm': 0.005584716796875, 'learning_rate': 0.0009637887567448958, 'epoch': 0.21}
{'loss': 0.0133, 'grad_norm': 0.0050048828125, 'learning_rate': 0.000962929242107267, 'epoch': 0.21}
{'loss': 0.0139, 'grad_norm': 0.00457763671875, 'learning_rate': 0.0009620600384573191, 'epoch': 0.21}
{'loss': 0.014, 'grad_norm': 0.004730224609375, 'learning_rate': 0.0009611811639873027, 'epoch': 0.21}
{'loss': 0.0137, 'grad_norm': 0.005035400390625, 'learning_rate': 0.0009602926370918772, 'epoch': 0.21}
{'loss': 0.0141, 'grad_norm': 0.00677490234375, 'learning_rate': 0.0009593944763677245, 'epoch': 0.22}
{'loss': 0.0142, 'grad_norm': 0.007476806640625, 'learning_rate': 0.0009584867006131611, 'epoch': 0.22}
{'loss': 0.014, 'grad_norm': 0.004852294921875, 'learning_rate': 0.0009575693288277438, 'epoch': 0.22}
{'loss': 0.0174, 'grad_norm': 0.004669189453125, 'learning_rate': 0.0009566423802118725, 'epoch': 0.22}
{'loss': 0.0142, 'grad_norm': 0.005218505859375, 'learning_rate': 0.000955705874166388, 'epoch': 0.22}
{'loss': 0.0142, 'grad_norm': 0.0048828125, 'learning_rate': 0.0009547598302921662, 'epoch': 0.22}
{'loss': 0.0139, 'grad_norm': 0.004913330078125, 'learning_rate': 0.0009538042683897076, 'epoch': 0.22}
{'loss': 0.0137, 'grad_norm': 0.004791259765625, 'learning_rate': 0.0009528392084587235, 'epoch': 0.23}
{'loss': 0.0136, 'grad_norm': 0.004486083984375, 'learning_rate': 0.0009518646706977163, 'epoch': 0.23}
{'loss': 0.0141, 'grad_norm': 0.0106201171875, 'learning_rate': 0.0009508806755035579, 'epoch': 0.23}
{'loss': 0.0141, 'grad_norm': 0.005615234375, 'learning_rate': 0.0009498872434710623, 'epoch': 0.23}
{'loss': 0.0139, 'grad_norm': 0.00457763671875, 'learning_rate': 0.0009488843953925539, 'epoch': 0.23}
{'loss': 0.014, 'grad_norm': 0.0054931640625, 'learning_rate': 0.0009478721522574339, 'epoch': 0.23}
{'loss': 0.0138, 'grad_norm': 0.00469970703125, 'learning_rate': 0.0009468505352517394, 'epoch': 0.23}
{'loss': 0.0137, 'grad_norm': 0.004608154296875, 'learning_rate': 0.000945819565757701, 'epoch': 0.23}
{'loss': 0.0139, 'grad_norm': 0.005645751953125, 'learning_rate': 0.0009447792653532948, 'epoch': 0.24}
{'loss': 0.0139, 'grad_norm': 0.00537109375, 'learning_rate': 0.0009437296558117909, 'epoch': 0.24}
{'loss': 0.0136, 'grad_norm': 0.0052490234375, 'learning_rate': 0.0009426707591012975, 'epoch': 0.24}
{'loss': 0.0141, 'grad_norm': 0.00482177734375, 'learning_rate': 0.000941602597384302, 'epoch': 0.24}
{'loss': 0.015, 'grad_norm': 0.005340576171875, 'learning_rate': 0.0009405251930172056, 'epoch': 0.24}
{'loss': 0.0138, 'grad_norm': 0.005828857421875, 'learning_rate': 0.0009394385685498566, 'epoch': 0.24}
{'loss': 0.0135, 'grad_norm': 0.005126953125, 'learning_rate': 0.0009383427467250783, 'epoch': 0.24}
{'loss': 0.014, 'grad_norm': 0.005035400390625, 'learning_rate': 0.0009372377504781923, 'epoch': 0.25}
{'loss': 0.0141, 'grad_norm': 0.005645751953125, 'learning_rate': 0.0009361236029365394, 'epoch': 0.25}
{'loss': 0.0141, 'grad_norm': 0.0047607421875, 'learning_rate': 0.0009350003274189949, 'epoch': 0.25}
{'loss': 0.0145, 'grad_norm': 0.0052490234375, 'learning_rate': 0.0009338679474354804, 'epoch': 0.25}
{'loss': 0.0141, 'grad_norm': 0.00653076171875, 'learning_rate': 0.0009327264866864726, 'epoch': 0.25}
{'loss': 0.014, 'grad_norm': 0.00494384765625, 'learning_rate': 0.0009315759690625065, 'epoch': 0.25}
{'loss': 0.015, 'grad_norm': 0.007293701171875, 'learning_rate': 0.0009304164186436754, 'epoch': 0.25}
{'loss': 0.0149, 'grad_norm': 0.0050048828125, 'learning_rate': 0.0009292478596991277, 'epoch': 0.25}
{'loss': 0.0139, 'grad_norm': 0.004791259765625, 'learning_rate': 0.0009280703166865575, 'epoch': 0.26}
{'loss': 0.0137, 'grad_norm': 0.00469970703125, 'learning_rate': 0.0009268838142516944, 'epoch': 0.26}
{'loss': 0.0154, 'grad_norm': 0.00439453125, 'learning_rate': 0.0009256883772277863, 'epoch': 0.26}
{'loss': 0.0138, 'grad_norm': 0.00494384765625, 'learning_rate': 0.0009244840306350801, 'epoch': 0.26}
{'loss': 0.0137, 'grad_norm': 0.00653076171875, 'learning_rate': 0.0009232707996802989, 'epoch': 0.26}
{'loss': 0.0139, 'grad_norm': 0.004180908203125, 'learning_rate': 0.0009220487097561128, 'epoch': 0.26}
{'loss': 0.0139, 'grad_norm': 0.00677490234375, 'learning_rate': 0.0009208177864406086, 'epoch': 0.26}
{'loss': 0.014, 'grad_norm': 0.005126953125, 'learning_rate': 0.0009195780554967541, 'epoch': 0.26}
{'loss': 0.0136, 'grad_norm': 0.004791259765625, 'learning_rate': 0.0009183295428718591, 'epoch': 0.27}
{'loss': 0.0136, 'grad_norm': 0.005157470703125, 'learning_rate': 0.0009170722746970318, 'epoch': 0.27}
{'loss': 0.0136, 'grad_norm': 0.005645751953125, 'learning_rate': 0.0009158062772866326, 'epoch': 0.27}
{'loss': 0.0136, 'grad_norm': 0.005157470703125, 'learning_rate': 0.0009145315771377225, 'epoch': 0.27}
{'loss': 0.0137, 'grad_norm': 0.00653076171875, 'learning_rate': 0.0009132482009295098, 'epoch': 0.27}
{'loss': 0.0134, 'grad_norm': 0.00439453125, 'learning_rate': 0.0009119561755227899, 'epoch': 0.27}
{'loss': 0.0135, 'grad_norm': 0.00433349609375, 'learning_rate': 0.0009106555279593849, 'epoch': 0.27}
{'loss': 0.0136, 'grad_norm': 0.005462646484375, 'learning_rate': 0.0009093462854615766, 'epoch': 0.28}
{'loss': 0.019, 'grad_norm': 0.00537109375, 'learning_rate': 0.0009080284754315367, 'epoch': 0.28}
{'loss': 0.0136, 'grad_norm': 0.004852294921875, 'learning_rate': 0.000906702125450754, 'epoch': 0.28}
{'loss': 0.013, 'grad_norm': 0.004425048828125, 'learning_rate': 0.0009053672632794564, 'epoch': 0.28}
{'loss': 0.0137, 'grad_norm': 0.005157470703125, 'learning_rate': 0.0009040239168560302, 'epoch': 0.28}
{'loss': 0.0132, 'grad_norm': 0.00482177734375, 'learning_rate': 0.0009026721142964357, 'epoch': 0.28}
{'loss': 0.0135, 'grad_norm': 0.004638671875, 'learning_rate': 0.0009013118838936176, 'epoch': 0.28}
{'loss': 0.0133, 'grad_norm': 0.004974365234375, 'learning_rate': 0.0008999432541169144, 'epoch': 0.28}
{'loss': 0.0135, 'grad_norm': 0.004425048828125, 'learning_rate': 0.0008985662536114613, 'epoch': 0.29}
{'loss': 0.0132, 'grad_norm': 0.00567626953125, 'learning_rate': 0.000897180911197591, 'epoch': 0.29}
{'loss': 0.0133, 'grad_norm': 0.00628662109375, 'learning_rate': 0.0008957872558702309, 'epoch': 0.29}
{'loss': 0.0136, 'grad_norm': 0.00543212890625, 'learning_rate': 0.0008943853167982961, 'epoch': 0.29}
{'loss': 0.0131, 'grad_norm': 0.004486083984375, 'learning_rate': 0.0008929751233240779, 'epoch': 0.29}
{'loss': 0.0137, 'grad_norm': 0.005340576171875, 'learning_rate': 0.0008915567049626315, 'epoch': 0.29}
{'loss': 0.0134, 'grad_norm': 0.00439453125, 'learning_rate': 0.0008901300914011569, 'epoch': 0.29}
{'loss': 0.0133, 'grad_norm': 0.0045166015625, 'learning_rate': 0.0008886953124983777, 'epoch': 0.29}
{'loss': 0.0128, 'grad_norm': 0.00445556640625, 'learning_rate': 0.0008872523982839165, 'epoch': 0.3}
{'loss': 0.0148, 'grad_norm': 0.004486083984375, 'learning_rate': 0.0008858013789576667, 'epoch': 0.3}
{'loss': 0.0129, 'grad_norm': 0.005279541015625, 'learning_rate': 0.0008843422848891592, 'epoch': 0.3}
{'loss': 0.0144, 'grad_norm': 0.005126953125, 'learning_rate': 0.0008828751466169283, 'epoch': 0.3}
