Set CUDA current device to: 1 (should be 1)
/workspace/compute-aware-arch-search/training/distill_kl_trick.py:50: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `DistillationTrainer.__init__`. Use `processing_class` instead.
  super().__init__(*args, **kwargs)
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
                                                                                                                                 
{'loss': 52.7766, 'grad_norm': 6721.83740234375, 'learning_rate': 0.0, 'ce_loss': 12.648624420166016, 'kl_loss': 0.2759663164615631, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 16.6161, 'grad_norm': 3187.146728515625, 'learning_rate': 8.25e-06, 'ce_loss': 3.662576675415039, 'kl_loss': 0.590312123298645, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 15.0249, 'grad_norm': 1513.440673828125, 'learning_rate': 8.500000000000002e-06, 'ce_loss': 3.0042293071746826, 'kl_loss': 0.28662291169166565, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 14.5637, 'grad_norm': 3608.46630859375, 'learning_rate': 8.75e-06, 'ce_loss': 3.172628879547119, 'kl_loss': 0.8536814451217651, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 10.5392, 'grad_norm': 514.9943237304688, 'learning_rate': 9e-06, 'ce_loss': 2.5940492153167725, 'kl_loss': 0.533896803855896, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 10.1219, 'grad_norm': 895.7503051757812, 'learning_rate': 9.25e-06, 'ce_loss': 1.583925485610962, 'kl_loss': 0.5270654559135437, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 7.9776, 'grad_norm': 694.5927124023438, 'learning_rate': 9.5e-06, 'ce_loss': 1.4907588958740234, 'kl_loss': 0.22030265629291534, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 7.5382, 'grad_norm': 3040.160888671875, 'learning_rate': 9.750000000000002e-06, 'ce_loss': 1.0043487548828125, 'kl_loss': 0.2413458228111267, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 8.8163, 'grad_norm': 16292.7373046875, 'learning_rate': 1e-05, 'ce_loss': 1.6035270690917969, 'kl_loss': 1.06308114528656, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 5.492, 'grad_norm': 757.8800659179688, 'learning_rate': 1.025e-05, 'ce_loss': 0.6998816728591919, 'kl_loss': 0.4979853928089142, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 5.4022, 'grad_norm': 530.2752075195312, 'learning_rate': 1.05e-05, 'ce_loss': 1.1257511377334595, 'kl_loss': 0.21458463370800018, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 5.5953, 'grad_norm': 752.8271484375, 'learning_rate': 1.075e-05, 'ce_loss': 0.6896784901618958, 'kl_loss': 0.1826024055480957, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 5.1414, 'grad_norm': 263.091552734375, 'learning_rate': 1.1000000000000001e-05, 'ce_loss': 0.6209350824356079, 'kl_loss': 0.566063642501831, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 5.7489, 'grad_norm': 1077.54736328125, 'learning_rate': 1.125e-05, 'ce_loss': 0.5476757287979126, 'kl_loss': 0.5923919081687927, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 5.1925, 'grad_norm': 4601.6455078125, 'learning_rate': 1.1500000000000002e-05, 'ce_loss': 0.4162110984325409, 'kl_loss': 1.02376127243042, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 3.8071, 'grad_norm': 951.9840698242188, 'learning_rate': 1.175e-05, 'ce_loss': 0.5626692175865173, 'kl_loss': 0.19551832973957062, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 5.472, 'grad_norm': 1409.0238037109375, 'learning_rate': 1.2e-05, 'ce_loss': 0.4666041135787964, 'kl_loss': 0.17465254664421082, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 4.4198, 'grad_norm': 301.2914123535156, 'learning_rate': 1.225e-05, 'ce_loss': 0.4023319482803345, 'kl_loss': 0.1365559846162796, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 3.3529, 'grad_norm': 361.98797607421875, 'learning_rate': 1.25e-05, 'ce_loss': 0.45759958028793335, 'kl_loss': 0.1522478610277176, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 4.2898, 'grad_norm': 695.8543090820312, 'learning_rate': 1.2750000000000002e-05, 'ce_loss': 0.37502744793891907, 'kl_loss': 0.13142827153205872, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 3.6238, 'grad_norm': 442.61016845703125, 'learning_rate': 1.3000000000000001e-05, 'ce_loss': 0.1905449628829956, 'kl_loss': 0.20353963971138, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 4.2603, 'grad_norm': 471.6634521484375, 'learning_rate': 1.3250000000000002e-05, 'ce_loss': 0.4766421914100647, 'kl_loss': 0.23068590462207794, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 3.8638, 'grad_norm': 236.19606018066406, 'learning_rate': 1.3500000000000001e-05, 'ce_loss': 1.0488545894622803, 'kl_loss': 0.3210209906101227, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 3.5221, 'grad_norm': 579.059814453125, 'learning_rate': 1.3750000000000002e-05, 'ce_loss': 0.23827949166297913, 'kl_loss': 0.5399267673492432, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 3.4486, 'grad_norm': 286.1001281738281, 'learning_rate': 1.4000000000000001e-05, 'ce_loss': 0.20126697421073914, 'kl_loss': 0.776505172252655, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.6543, 'grad_norm': 642.527099609375, 'learning_rate': 1.4249999999999999e-05, 'ce_loss': 0.40568801760673523, 'kl_loss': 0.13465993106365204, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.7108, 'grad_norm': 714.114501953125, 'learning_rate': 1.45e-05, 'ce_loss': 0.2665661573410034, 'kl_loss': 0.1745426058769226, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.5684, 'grad_norm': 517.2786865234375, 'learning_rate': 1.475e-05, 'ce_loss': 0.21699659526348114, 'kl_loss': 0.20083007216453552, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.7769, 'grad_norm': 302.4388427734375, 'learning_rate': 1.5e-05, 'ce_loss': 0.22525295615196228, 'kl_loss': 0.2766696512699127, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.4144, 'grad_norm': 191.59646606445312, 'learning_rate': 1.525e-05, 'ce_loss': 0.1736586093902588, 'kl_loss': 0.12703992426395416, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.3422, 'grad_norm': 260.8422546386719, 'learning_rate': 1.55e-05, 'ce_loss': 0.24640601873397827, 'kl_loss': 0.46220895648002625, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.863, 'grad_norm': 155.65060424804688, 'learning_rate': 1.575e-05, 'ce_loss': 0.13024528324604034, 'kl_loss': 0.18759378790855408, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.6646, 'grad_norm': 438.97021484375, 'learning_rate': 1.6000000000000003e-05, 'ce_loss': 0.11785521358251572, 'kl_loss': 0.11170260608196259, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 3.0472, 'grad_norm': 202.43638610839844, 'learning_rate': 1.6250000000000002e-05, 'ce_loss': 0.24966728687286377, 'kl_loss': 1.3500545024871826, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.7098, 'grad_norm': 94.72501373291016, 'learning_rate': 1.65e-05, 'ce_loss': 0.1231396347284317, 'kl_loss': 0.2377782166004181, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 3.3825, 'grad_norm': 95.7108154296875, 'learning_rate': 1.675e-05, 'ce_loss': 0.15967634320259094, 'kl_loss': 0.16945010423660278, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.6249, 'grad_norm': 155.0753631591797, 'learning_rate': 1.7000000000000003e-05, 'ce_loss': 0.12640081346035004, 'kl_loss': 0.2429436892271042, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.0884, 'grad_norm': 343.4243469238281, 'learning_rate': 1.725e-05, 'ce_loss': 0.275296688079834, 'kl_loss': 0.41512012481689453, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.0055, 'grad_norm': 112.41212463378906, 'learning_rate': 1.75e-05, 'ce_loss': 0.17643600702285767, 'kl_loss': 0.32496729493141174, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.8, 'grad_norm': 55.14366912841797, 'learning_rate': 1.775e-05, 'ce_loss': 0.10560517013072968, 'kl_loss': 0.442958801984787, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.8842, 'grad_norm': 80.47091674804688, 'learning_rate': 1.8e-05, 'ce_loss': 0.09897684305906296, 'kl_loss': 0.2597860097885132, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.6958, 'grad_norm': 76.75498962402344, 'learning_rate': 1.825e-05, 'ce_loss': 0.33549782633781433, 'kl_loss': 0.14060810208320618, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.2453, 'grad_norm': 229.51744079589844, 'learning_rate': 1.85e-05, 'ce_loss': 0.1692933887243271, 'kl_loss': 0.10166037082672119, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.3657, 'grad_norm': 31.924530029296875, 'learning_rate': 1.8750000000000002e-05, 'ce_loss': 0.10471797734498978, 'kl_loss': 0.1800927221775055, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4376, 'grad_norm': 80.63408660888672, 'learning_rate': 1.9e-05, 'ce_loss': 0.053997281938791275, 'kl_loss': 0.2849704623222351, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.7208, 'grad_norm': 101.27964782714844, 'learning_rate': 1.925e-05, 'ce_loss': 0.09708604961633682, 'kl_loss': 0.3258345127105713, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.9934, 'grad_norm': 32.41428756713867, 'learning_rate': 1.9500000000000003e-05, 'ce_loss': 0.13521446287631989, 'kl_loss': 0.17786994576454163, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4072, 'grad_norm': 185.89039611816406, 'learning_rate': 1.9750000000000002e-05, 'ce_loss': 0.1335730105638504, 'kl_loss': 0.4278187155723572, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.6546, 'grad_norm': 30.280521392822266, 'learning_rate': 2e-05, 'ce_loss': 0.11957164108753204, 'kl_loss': 0.5849437117576599, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.3792, 'grad_norm': 206.7887725830078, 'learning_rate': 2.025e-05, 'ce_loss': 0.3099330961704254, 'kl_loss': 0.5406147241592407, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4996, 'grad_norm': 111.1937026977539, 'learning_rate': 2.05e-05, 'ce_loss': 0.041277483105659485, 'kl_loss': 0.3414580225944519, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.6237, 'grad_norm': 30.743759155273438, 'learning_rate': 2.075e-05, 'ce_loss': 0.16032299399375916, 'kl_loss': 0.582897961139679, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.6618, 'grad_norm': 40.101234436035156, 'learning_rate': 2.1e-05, 'ce_loss': 0.1052306666970253, 'kl_loss': 0.5617594718933105, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.7244, 'grad_norm': 63.747867584228516, 'learning_rate': 2.125e-05, 'ce_loss': 0.15183529257774353, 'kl_loss': 0.31873413920402527, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.3186, 'grad_norm': 33.3867073059082, 'learning_rate': 2.15e-05, 'ce_loss': 0.09856066852807999, 'kl_loss': 0.16964124143123627, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.9046, 'grad_norm': 25.739303588867188, 'learning_rate': 2.175e-05, 'ce_loss': 0.23099547624588013, 'kl_loss': 0.7823492288589478, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.1578, 'grad_norm': 33.85246276855469, 'learning_rate': 2.2000000000000003e-05, 'ce_loss': 0.09036456048488617, 'kl_loss': 0.19915014505386353, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.2647, 'grad_norm': 64.78605651855469, 'learning_rate': 2.2250000000000002e-05, 'ce_loss': 0.12080977857112885, 'kl_loss': 0.5406808257102966, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4175, 'grad_norm': 25.810169219970703, 'learning_rate': 2.25e-05, 'ce_loss': 0.0715043768286705, 'kl_loss': 0.2514335811138153, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.0307, 'grad_norm': 13.75411605834961, 'learning_rate': 2.275e-05, 'ce_loss': 0.06486472487449646, 'kl_loss': 0.11027205735445023, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.0048, 'grad_norm': 33.923545837402344, 'learning_rate': 2.3000000000000003e-05, 'ce_loss': 0.07616472244262695, 'kl_loss': 0.5695659518241882, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.3564, 'grad_norm': 23.63072967529297, 'learning_rate': 2.3250000000000003e-05, 'ce_loss': 0.056316159665584564, 'kl_loss': 0.3738817870616913, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.3312, 'grad_norm': 17.110946655273438, 'learning_rate': 2.35e-05, 'ce_loss': 0.06452634930610657, 'kl_loss': 0.12740367650985718, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4071, 'grad_norm': 122.0928726196289, 'learning_rate': 2.375e-05, 'ce_loss': 0.08000090718269348, 'kl_loss': 0.09908465296030045, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.5341, 'grad_norm': 115.63445281982422, 'learning_rate': 2.4e-05, 'ce_loss': 0.11574806272983551, 'kl_loss': 0.22384853661060333, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.8687, 'grad_norm': 29.539846420288086, 'learning_rate': 2.425e-05, 'ce_loss': 0.22527967393398285, 'kl_loss': 0.2171812206506729, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.3869, 'grad_norm': 66.13361358642578, 'learning_rate': 2.45e-05, 'ce_loss': 0.08911269903182983, 'kl_loss': 0.29770973324775696, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.7283, 'grad_norm': 27.09013557434082, 'learning_rate': 2.4750000000000002e-05, 'ce_loss': 0.05370910465717316, 'kl_loss': 0.37224629521369934, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.8443, 'grad_norm': 20.764732360839844, 'learning_rate': 2.5e-05, 'ce_loss': 0.093209408223629, 'kl_loss': 1.1166232824325562, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.5453, 'grad_norm': 75.18034362792969, 'learning_rate': 2.525e-05, 'ce_loss': 0.056154970079660416, 'kl_loss': 0.25493714213371277, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4337, 'grad_norm': 61.31793975830078, 'learning_rate': 2.5500000000000003e-05, 'ce_loss': 0.07515829801559448, 'kl_loss': 0.09101513028144836, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.2617, 'grad_norm': 27.881303787231445, 'learning_rate': 2.5750000000000002e-05, 'ce_loss': 0.07429301738739014, 'kl_loss': 0.6422864198684692, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4123, 'grad_norm': 11.167272567749023, 'learning_rate': 2.6000000000000002e-05, 'ce_loss': 0.13974100351333618, 'kl_loss': 0.2606077790260315, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.5827, 'grad_norm': 9.367770195007324, 'learning_rate': 2.625e-05, 'ce_loss': 0.025648396462202072, 'kl_loss': 0.12021876871585846, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.7565, 'grad_norm': 16.894508361816406, 'learning_rate': 2.6500000000000004e-05, 'ce_loss': 0.07523468136787415, 'kl_loss': 0.3432903587818146, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.8792, 'grad_norm': 29.435096740722656, 'learning_rate': 2.6750000000000003e-05, 'ce_loss': 0.07236188650131226, 'kl_loss': 0.29459482431411743, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.737, 'grad_norm': 11.776041030883789, 'learning_rate': 2.7000000000000002e-05, 'ce_loss': 0.04516974464058876, 'kl_loss': 0.28714004158973694, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.9053, 'grad_norm': 10.660884857177734, 'learning_rate': 2.725e-05, 'ce_loss': 0.045085955411195755, 'kl_loss': 0.40086615085601807, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.5694, 'grad_norm': 46.07945251464844, 'learning_rate': 2.7500000000000004e-05, 'ce_loss': 0.10111625492572784, 'kl_loss': 0.40137970447540283, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.7046, 'grad_norm': 15.986336708068848, 'learning_rate': 2.7750000000000004e-05, 'ce_loss': 0.2390090674161911, 'kl_loss': 0.40777450799942017, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 3.2242, 'grad_norm': 13.269208908081055, 'learning_rate': 2.8000000000000003e-05, 'ce_loss': 0.05002119764685631, 'kl_loss': 0.25262466073036194, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.1975, 'grad_norm': 14.094042778015137, 'learning_rate': 2.825e-05, 'ce_loss': 0.048409149050712585, 'kl_loss': 0.05660317838191986, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.7895, 'grad_norm': 18.12211799621582, 'learning_rate': 2.8499999999999998e-05, 'ce_loss': 0.11217164248228073, 'kl_loss': 0.36679160594940186, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.1313, 'grad_norm': 9.596879005432129, 'learning_rate': 2.8749999999999997e-05, 'ce_loss': 0.06897884607315063, 'kl_loss': 0.11816070973873138, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.8402, 'grad_norm': 29.226003646850586, 'learning_rate': 2.9e-05, 'ce_loss': 0.03537360578775406, 'kl_loss': 0.20778535306453705, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.1248, 'grad_norm': 71.29736328125, 'learning_rate': 2.925e-05, 'ce_loss': 0.16636088490486145, 'kl_loss': 0.24071796238422394, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4179, 'grad_norm': 12.492897033691406, 'learning_rate': 2.95e-05, 'ce_loss': 0.0525994747877121, 'kl_loss': 0.18686610460281372, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.5369, 'grad_norm': 22.559478759765625, 'learning_rate': 2.975e-05, 'ce_loss': 0.08323213458061218, 'kl_loss': 0.19270916283130646, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.9686, 'grad_norm': 25.119441986083984, 'learning_rate': 3e-05, 'ce_loss': 0.08749071508646011, 'kl_loss': 0.24649423360824585, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4365, 'grad_norm': 9.136754989624023, 'learning_rate': 3.025e-05, 'ce_loss': 0.06461247056722641, 'kl_loss': 0.26567888259887695, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.472, 'grad_norm': 14.98647403717041, 'learning_rate': 3.05e-05, 'ce_loss': 0.04543527588248253, 'kl_loss': 0.14015504717826843, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.3122, 'grad_norm': 6.710824489593506, 'learning_rate': 3.075e-05, 'ce_loss': 0.07432274520397186, 'kl_loss': 0.15467992424964905, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.648, 'grad_norm': 9.199491500854492, 'learning_rate': 3.1e-05, 'ce_loss': 0.20606766641139984, 'kl_loss': 0.3854767978191376, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 1.4119, 'grad_norm': 30.46893310546875, 'learning_rate': 3.125e-05, 'ce_loss': 0.06159847602248192, 'kl_loss': 0.7426081895828247, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 2.0371, 'grad_norm': 89.4918212890625, 'learning_rate': 3.15e-05, 'ce_loss': 0.06881735473871231, 'kl_loss': 0.20418186485767365, 'skipped_batches': 0, 'epoch': 0.01}
