Set CUDA current device to: 1 (should be 1)
/workspace/compute-aware-arch-search/distill_videet.py:43: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `DistillationTrainer.__init__`. Use `processing_class` instead.
  super().__init__(*args, **kwargs)
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
  0%|                                                              | 0/10000 [00:00<?, ?it/s]/workspace/compute-aware-arch-search/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                                                             
{'loss': 84.0796, 'grad_norm': 9633.8232421875, 'learning_rate': 0.0, 'ce_loss': 12.648624420166016, 'kl_loss': 8.199453353881836, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 61.6274, 'grad_norm': 3371.674072265625, 'learning_rate': 4.250000000000001e-06, 'ce_loss': 8.694664001464844, 'kl_loss': 4.283088684082031, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 59.9565, 'grad_norm': 1594.3314208984375, 'learning_rate': 4.5e-06, 'ce_loss': 8.68048095703125, 'kl_loss': 5.359696388244629, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 61.6261, 'grad_norm': 1895.3846435546875, 'learning_rate': 4.75e-06, 'ce_loss': 8.711282730102539, 'kl_loss': 4.995308876037598, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 54.7819, 'grad_norm': 1255.4500732421875, 'learning_rate': 5e-06, 'ce_loss': 8.998618125915527, 'kl_loss': 6.220859527587891, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 57.1611, 'grad_norm': 2202.7734375, 'learning_rate': 5.25e-06, 'ce_loss': 8.420154571533203, 'kl_loss': 4.634460926055908, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 50.961, 'grad_norm': 1451.1348876953125, 'learning_rate': 5.500000000000001e-06, 'ce_loss': 7.722601890563965, 'kl_loss': 4.980388641357422, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 54.7728, 'grad_norm': 2050.4248046875, 'learning_rate': 5.750000000000001e-06, 'ce_loss': 8.102899551391602, 'kl_loss': 5.177816867828369, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 54.0078, 'grad_norm': 1574.3238525390625, 'learning_rate': 6e-06, 'ce_loss': 8.518369674682617, 'kl_loss': 4.4915385246276855, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 49.5483, 'grad_norm': 1723.85009765625, 'learning_rate': 6.25e-06, 'ce_loss': 7.721866130828857, 'kl_loss': 3.6564033031463623, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 50.4045, 'grad_norm': 1199.13720703125, 'learning_rate': 6.5000000000000004e-06, 'ce_loss': 6.996760368347168, 'kl_loss': 9.598804473876953, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 51.044, 'grad_norm': 1783.1051025390625, 'learning_rate': 6.750000000000001e-06, 'ce_loss': 8.175871849060059, 'kl_loss': 6.529225826263428, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 52.4138, 'grad_norm': 1022.7457885742188, 'learning_rate': 7.000000000000001e-06, 'ce_loss': 7.503371715545654, 'kl_loss': 4.019742488861084, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 49.199, 'grad_norm': 1155.8099365234375, 'learning_rate': 7.25e-06, 'ce_loss': 7.085108757019043, 'kl_loss': 5.42454195022583, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 45.554, 'grad_norm': 1275.05322265625, 'learning_rate': 7.5e-06, 'ce_loss': 7.044052600860596, 'kl_loss': 4.0088396072387695, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 44.0333, 'grad_norm': 1002.4597778320312, 'learning_rate': 7.75e-06, 'ce_loss': 6.674764633178711, 'kl_loss': 3.2123451232910156, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 42.5731, 'grad_norm': 733.5112915039062, 'learning_rate': 8.000000000000001e-06, 'ce_loss': 5.390697002410889, 'kl_loss': 3.2736895084381104, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 34.6745, 'grad_norm': 893.6268920898438, 'learning_rate': 8.25e-06, 'ce_loss': 4.46740198135376, 'kl_loss': 5.256718158721924, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 32.2303, 'grad_norm': 2736.5615234375, 'learning_rate': 8.500000000000002e-06, 'ce_loss': 3.277076244354248, 'kl_loss': 4.027348041534424, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 33.0932, 'grad_norm': 2232.731201171875, 'learning_rate': 8.75e-06, 'ce_loss': 2.925490617752075, 'kl_loss': 5.714110851287842, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 26.0954, 'grad_norm': 627.0911254882812, 'learning_rate': 9e-06, 'ce_loss': 2.2475814819335938, 'kl_loss': 3.9213924407958984, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 26.4675, 'grad_norm': 5071.18115234375, 'learning_rate': 9.25e-06, 'ce_loss': 1.7552335262298584, 'kl_loss': 4.714175224304199, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 25.2082, 'grad_norm': 1613.1431884765625, 'learning_rate': 9.5e-06, 'ce_loss': 1.2172553539276123, 'kl_loss': 4.301200866699219, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 26.4867, 'grad_norm': 1344.8037109375, 'learning_rate': 9.750000000000002e-06, 'ce_loss': 0.7663107514381409, 'kl_loss': 3.5839500427246094, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 29.2411, 'grad_norm': 4804.37255859375, 'learning_rate': 1e-05, 'ce_loss': 2.011559009552002, 'kl_loss': 7.638192176818848, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 21.1738, 'grad_norm': 2329.77490234375, 'learning_rate': 1.025e-05, 'ce_loss': 1.0488146543502808, 'kl_loss': 3.964362859725952, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 21.1997, 'grad_norm': 1646.266357421875, 'learning_rate': 1.05e-05, 'ce_loss': 1.2402108907699585, 'kl_loss': 3.53511118888855, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 24.0265, 'grad_norm': 610.7227783203125, 'learning_rate': 1.075e-05, 'ce_loss': 0.8842488527297974, 'kl_loss': 2.960902214050293, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 22.7979, 'grad_norm': 599.528564453125, 'learning_rate': 1.1000000000000001e-05, 'ce_loss': 0.8987758159637451, 'kl_loss': 5.085245132446289, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 25.5432, 'grad_norm': 261.39935302734375, 'learning_rate': 1.125e-05, 'ce_loss': 0.8189358115196228, 'kl_loss': 4.736204624176025, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 23.2734, 'grad_norm': 537.032470703125, 'learning_rate': 1.1500000000000002e-05, 'ce_loss': 0.6592047214508057, 'kl_loss': 5.752274990081787, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 18.2607, 'grad_norm': 1994.319091796875, 'learning_rate': 1.175e-05, 'ce_loss': 0.9400912523269653, 'kl_loss': 3.293354034423828, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 23.2644, 'grad_norm': 712.7825927734375, 'learning_rate': 1.2e-05, 'ce_loss': 0.7369513511657715, 'kl_loss': 3.0323398113250732, 'skipped_batches': 0, 'epoch': 0.0}
{'loss': 21.051, 'grad_norm': 742.1448364257812, 'learning_rate': 1.225e-05, 'ce_loss': 0.7692508697509766, 'kl_loss': 2.6704063415527344, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 16.728, 'grad_norm': 776.253173828125, 'learning_rate': 1.25e-05, 'ce_loss': 0.511193573474884, 'kl_loss': 2.8371450901031494, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 20.5173, 'grad_norm': 350.0000305175781, 'learning_rate': 1.2750000000000002e-05, 'ce_loss': 0.4413717985153198, 'kl_loss': 2.6851580142974854, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 19.2077, 'grad_norm': 1125.7557373046875, 'learning_rate': 1.3000000000000001e-05, 'ce_loss': 0.28742367029190063, 'kl_loss': 3.1500275135040283, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 20.3416, 'grad_norm': 523.010986328125, 'learning_rate': 1.3250000000000002e-05, 'ce_loss': 0.5606306791305542, 'kl_loss': 3.210001230239868, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 18.3345, 'grad_norm': 608.4453735351562, 'learning_rate': 1.3500000000000001e-05, 'ce_loss': 1.1078087091445923, 'kl_loss': 3.2691783905029297, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 19.5544, 'grad_norm': 263.23126220703125, 'learning_rate': 1.3750000000000002e-05, 'ce_loss': 0.3875783085823059, 'kl_loss': 3.7455594539642334, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 19.6789, 'grad_norm': 96.87411499023438, 'learning_rate': 1.4000000000000001e-05, 'ce_loss': 0.43219083547592163, 'kl_loss': 5.116478443145752, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.8963, 'grad_norm': 372.583740234375, 'learning_rate': 1.4249999999999999e-05, 'ce_loss': 0.4567730128765106, 'kl_loss': 2.8070552349090576, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 16.3109, 'grad_norm': 617.4141845703125, 'learning_rate': 1.45e-05, 'ce_loss': 0.34289872646331787, 'kl_loss': 3.008213758468628, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.87, 'grad_norm': 878.9231567382812, 'learning_rate': 1.475e-05, 'ce_loss': 0.3614635765552521, 'kl_loss': 3.0222249031066895, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 17.6088, 'grad_norm': 555.1987915039062, 'learning_rate': 1.5e-05, 'ce_loss': 0.45002421736717224, 'kl_loss': 3.5114712715148926, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.5334, 'grad_norm': 277.18389892578125, 'learning_rate': 1.525e-05, 'ce_loss': 0.33936041593551636, 'kl_loss': 2.6657767295837402, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.4562, 'grad_norm': 749.3516235351562, 'learning_rate': 1.55e-05, 'ce_loss': 0.3970770537853241, 'kl_loss': 3.70302677154541, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.3448, 'grad_norm': 311.5403747558594, 'learning_rate': 1.575e-05, 'ce_loss': 0.2510819435119629, 'kl_loss': 2.8328871726989746, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.5226, 'grad_norm': 345.5461120605469, 'learning_rate': 1.6000000000000003e-05, 'ce_loss': 0.2802443206310272, 'kl_loss': 2.5349528789520264, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 18.4067, 'grad_norm': 1409.6912841796875, 'learning_rate': 1.6250000000000002e-05, 'ce_loss': 0.4259367287158966, 'kl_loss': 6.96153450012207, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 18.2062, 'grad_norm': 147.50872802734375, 'learning_rate': 1.65e-05, 'ce_loss': 0.37029194831848145, 'kl_loss': 3.0954418182373047, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 18.8924, 'grad_norm': 203.93057250976562, 'learning_rate': 1.675e-05, 'ce_loss': 0.34142324328422546, 'kl_loss': 2.8774499893188477, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.6043, 'grad_norm': 186.53443908691406, 'learning_rate': 1.7000000000000003e-05, 'ce_loss': 0.2657686769962311, 'kl_loss': 3.068748712539673, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.6499, 'grad_norm': 2186.663818359375, 'learning_rate': 1.725e-05, 'ce_loss': 0.41840875148773193, 'kl_loss': 3.112679958343506, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.0795, 'grad_norm': 1608.066650390625, 'learning_rate': 1.75e-05, 'ce_loss': 0.576164186000824, 'kl_loss': 3.7165918350219727, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 18.254, 'grad_norm': 314.36138916015625, 'learning_rate': 1.775e-05, 'ce_loss': 0.554841160774231, 'kl_loss': 3.5030946731567383, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.8875, 'grad_norm': 140.74375915527344, 'learning_rate': 1.8e-05, 'ce_loss': 0.33926594257354736, 'kl_loss': 3.2335638999938965, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.5688, 'grad_norm': 112.92330169677734, 'learning_rate': 1.825e-05, 'ce_loss': 0.4277230203151703, 'kl_loss': 2.937297821044922, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.5768, 'grad_norm': 45.16743850708008, 'learning_rate': 1.85e-05, 'ce_loss': 0.2374797761440277, 'kl_loss': 2.3705952167510986, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 16.2973, 'grad_norm': 205.13319396972656, 'learning_rate': 1.8750000000000002e-05, 'ce_loss': 0.3283465504646301, 'kl_loss': 2.4660816192626953, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.9277, 'grad_norm': 780.8458862304688, 'learning_rate': 1.9e-05, 'ce_loss': 0.40761205554008484, 'kl_loss': 2.9230756759643555, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.4954, 'grad_norm': 658.7239379882812, 'learning_rate': 1.925e-05, 'ce_loss': 0.45682451128959656, 'kl_loss': 3.3853962421417236, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 16.5743, 'grad_norm': 3953.587890625, 'learning_rate': 1.9500000000000003e-05, 'ce_loss': 0.38110047578811646, 'kl_loss': 2.950725793838501, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.0323, 'grad_norm': 1201.1473388671875, 'learning_rate': 1.9750000000000002e-05, 'ce_loss': 0.32485222816467285, 'kl_loss': 3.8028836250305176, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.6331, 'grad_norm': 588.8277587890625, 'learning_rate': 2e-05, 'ce_loss': 0.4738178253173828, 'kl_loss': 5.224171161651611, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.916, 'grad_norm': 846.2381591796875, 'learning_rate': 2.025e-05, 'ce_loss': 0.5955965518951416, 'kl_loss': 4.182247161865234, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.3344, 'grad_norm': 2645.31787109375, 'learning_rate': 2.05e-05, 'ce_loss': 0.2815845012664795, 'kl_loss': 3.2012739181518555, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.0135, 'grad_norm': 225.12643432617188, 'learning_rate': 2.075e-05, 'ce_loss': 0.4353066384792328, 'kl_loss': 4.7880940437316895, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.0333, 'grad_norm': 208.77108764648438, 'learning_rate': 2.1e-05, 'ce_loss': 0.3804625868797302, 'kl_loss': 4.474643230438232, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.3757, 'grad_norm': 222.9456787109375, 'learning_rate': 2.125e-05, 'ce_loss': 0.354478657245636, 'kl_loss': 3.5253665447235107, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.1518, 'grad_norm': 66.94474029541016, 'learning_rate': 2.15e-05, 'ce_loss': 0.2593576908111572, 'kl_loss': 2.652869701385498, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.3233, 'grad_norm': 73.37284851074219, 'learning_rate': 2.175e-05, 'ce_loss': 0.6109089851379395, 'kl_loss': 4.566684246063232, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.4999, 'grad_norm': 126.03044891357422, 'learning_rate': 2.2000000000000003e-05, 'ce_loss': 0.2654215693473816, 'kl_loss': 2.573781728744507, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.8746, 'grad_norm': 128.97486877441406, 'learning_rate': 2.2250000000000002e-05, 'ce_loss': 0.258954793214798, 'kl_loss': 4.681691646575928, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.8348, 'grad_norm': 78.15149688720703, 'learning_rate': 2.25e-05, 'ce_loss': 0.24738653004169464, 'kl_loss': 3.2979607582092285, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.9156, 'grad_norm': 125.37577056884766, 'learning_rate': 2.275e-05, 'ce_loss': 0.22077181935310364, 'kl_loss': 2.093409538269043, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.7303, 'grad_norm': 123.35336303710938, 'learning_rate': 2.3000000000000003e-05, 'ce_loss': 0.24089469015598297, 'kl_loss': 4.660141944885254, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.9646, 'grad_norm': 79.36720275878906, 'learning_rate': 2.3250000000000003e-05, 'ce_loss': 0.17384836077690125, 'kl_loss': 3.4841723442077637, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.3861, 'grad_norm': 277.9215087890625, 'learning_rate': 2.35e-05, 'ce_loss': 0.21166731417179108, 'kl_loss': 2.102158546447754, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.4227, 'grad_norm': 316.12103271484375, 'learning_rate': 2.375e-05, 'ce_loss': 0.4431821405887604, 'kl_loss': 2.160839319229126, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.8012, 'grad_norm': 752.95263671875, 'learning_rate': 2.4e-05, 'ce_loss': 0.33607035875320435, 'kl_loss': 2.5049490928649902, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.6048, 'grad_norm': 138.79966735839844, 'learning_rate': 2.425e-05, 'ce_loss': 0.41168394684791565, 'kl_loss': 2.9216275215148926, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.8869, 'grad_norm': 1295.150146484375, 'learning_rate': 2.45e-05, 'ce_loss': 0.2115660458803177, 'kl_loss': 3.140458106994629, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 16.6901, 'grad_norm': 268.591552734375, 'learning_rate': 2.4750000000000002e-05, 'ce_loss': 0.23758122324943542, 'kl_loss': 3.216809034347534, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.7683, 'grad_norm': 321.6345520019531, 'learning_rate': 2.5e-05, 'ce_loss': 0.4521929621696472, 'kl_loss': 6.530494689941406, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.1596, 'grad_norm': 1535.0291748046875, 'learning_rate': 2.525e-05, 'ce_loss': 0.1858772337436676, 'kl_loss': 3.105686664581299, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.3156, 'grad_norm': 139.5331573486328, 'learning_rate': 2.5500000000000003e-05, 'ce_loss': 0.2605286240577698, 'kl_loss': 1.7354075908660889, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.4622, 'grad_norm': 114.816162109375, 'learning_rate': 2.5750000000000002e-05, 'ce_loss': 0.2613753080368042, 'kl_loss': 4.413131237030029, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.8437, 'grad_norm': 135.98785400390625, 'learning_rate': 2.6000000000000002e-05, 'ce_loss': 0.3214948773384094, 'kl_loss': 3.2218785285949707, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.3532, 'grad_norm': 359.4191589355469, 'learning_rate': 2.625e-05, 'ce_loss': 0.13465115427970886, 'kl_loss': 2.012634754180908, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.4449, 'grad_norm': 277.0877380371094, 'learning_rate': 2.6500000000000004e-05, 'ce_loss': 0.3357054889202118, 'kl_loss': 2.77919864654541, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 14.2295, 'grad_norm': 598.8921508789062, 'learning_rate': 2.6750000000000003e-05, 'ce_loss': 0.278357595205307, 'kl_loss': 3.266018867492676, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.7013, 'grad_norm': 502.4482116699219, 'learning_rate': 2.7000000000000002e-05, 'ce_loss': 0.1624520719051361, 'kl_loss': 3.0382802486419678, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.3343, 'grad_norm': 108.78113555908203, 'learning_rate': 2.725e-05, 'ce_loss': 0.19305677711963654, 'kl_loss': 3.333024501800537, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.259, 'grad_norm': 54.41938781738281, 'learning_rate': 2.7500000000000004e-05, 'ce_loss': 0.39135968685150146, 'kl_loss': 3.4746944904327393, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.1462, 'grad_norm': 43.157135009765625, 'learning_rate': 2.7750000000000004e-05, 'ce_loss': 0.3386020064353943, 'kl_loss': 3.1639022827148438, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 15.8982, 'grad_norm': 49.38166427612305, 'learning_rate': 2.8000000000000003e-05, 'ce_loss': 0.35193759202957153, 'kl_loss': 2.3061118125915527, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.1925, 'grad_norm': 75.31816101074219, 'learning_rate': 2.825e-05, 'ce_loss': 0.1300494223833084, 'kl_loss': 1.832062005996704, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.0316, 'grad_norm': 70.44941711425781, 'learning_rate': 2.8499999999999998e-05, 'ce_loss': 0.18155960738658905, 'kl_loss': 2.949056625366211, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.3687, 'grad_norm': 28.214954376220703, 'learning_rate': 2.8749999999999997e-05, 'ce_loss': 0.21313458681106567, 'kl_loss': 1.969177007675171, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 16.6706, 'grad_norm': 516.0830078125, 'learning_rate': 2.9e-05, 'ce_loss': 0.18575480580329895, 'kl_loss': 2.3802850246429443, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.253, 'grad_norm': 99.54374694824219, 'learning_rate': 2.925e-05, 'ce_loss': 0.39610031247138977, 'kl_loss': 2.7046515941619873, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 11.7404, 'grad_norm': 34.91442108154297, 'learning_rate': 2.95e-05, 'ce_loss': 0.23059508204460144, 'kl_loss': 2.1368539333343506, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.9491, 'grad_norm': 70.94075012207031, 'learning_rate': 2.975e-05, 'ce_loss': 0.16968348622322083, 'kl_loss': 2.63653826713562, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 17.5064, 'grad_norm': 61.71686935424805, 'learning_rate': 3e-05, 'ce_loss': 0.17924915254116058, 'kl_loss': 3.023338794708252, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.4554, 'grad_norm': 39.22540283203125, 'learning_rate': 3.025e-05, 'ce_loss': 0.17738685011863708, 'kl_loss': 2.953044891357422, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.431, 'grad_norm': 1335.263427734375, 'learning_rate': 3.05e-05, 'ce_loss': 0.18933695554733276, 'kl_loss': 2.2486376762390137, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.3411, 'grad_norm': 68.6985855102539, 'learning_rate': 3.075e-05, 'ce_loss': 0.29889151453971863, 'kl_loss': 2.5917365550994873, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 13.1379, 'grad_norm': 310.9646911621094, 'learning_rate': 3.1e-05, 'ce_loss': 0.44456568360328674, 'kl_loss': 3.3363471031188965, 'skipped_batches': 0, 'epoch': 0.01}
{'loss': 12.014, 'grad_norm': 130.48721313476562, 'learning_rate': 3.125e-05, 'ce_loss': 0.21255740523338318, 'kl_loss': 3.9848928451538086, 'skipped_batches': 0, 'epoch': 0.01}
